DISTANCIA   VECES QUE SE REPITE
1956.1     ->        1
2022.1     ->        1
2054.9     ->        1
2173.9     ->        1
2176.3     ->        1
2181.5     ->        1
2185.1     ->        1
2189.6     ->        1
2195.6     ->        1
2203.4     ->        1
2209.9     ->        1
2211.1     ->        1
2213.9     ->        1
2215.1     ->        1
2221.2     ->        1
2223.4     ->        1
2234.5     ->        1
2234.7     ->        1
 2235     ->        1
 2236     ->        1
2239.6     ->        1
2240.4     ->        1
2240.7     ->        1
 2246     ->        1
2248.2     ->        1
2252.4     ->        1
2254.4     ->        1
2260.2     ->        1
2260.4     ->        1
2269.7     ->        1
 2271     ->        1
2271.3     ->        1
2272.3     ->        1
2275.6     ->        1
2283.6     ->        1
2285.4     ->        1
2285.9     ->        1
2286.6     ->        1
2287.4     ->        1
2287.5     ->        1
2289.5     ->        1
 2292     ->        1
2294.1     ->        1
2296.2     ->        1
2298.6     ->        2
2299.1     ->        1
2299.3     ->        1
2299.5     ->        1
2302.5     ->        1
2302.7     ->        1
2302.9     ->        1
 2303     ->        1
2303.4     ->        1
2303.5     ->        1
2303.6     ->        1
2304.3     ->        1
2310.7     ->        1
2311.5     ->        1
2312.4     ->        1
2312.9     ->        1
2314.2     ->        1
2315.5     ->        1
2317.8     ->        1
2319.3     ->        1
2320.8     ->        1
2321.3     ->        1
2321.5     ->        1
2322.3     ->        1
2325.7     ->        1
2326.4     ->        2
2331.5     ->        1
2331.9     ->        1
2333.7     ->        1
2334.6     ->        1
2337.6     ->        2
2337.7     ->        1
2340.1     ->        1
2340.4     ->        1
2343.5     ->        1
2345.3     ->        1
2347.9     ->        1
 2349     ->        1
2350.1     ->        1
2350.5     ->        1
2350.7     ->        1
 2351     ->        1
2351.1     ->        1
2351.4     ->        1
 2355     ->        1
2355.5     ->        1
2355.6     ->        1
2355.7     ->        1
2355.9     ->        1
2356.3     ->        1
2356.7     ->        1
2359.4     ->        1
2359.8     ->        1
2360.5     ->        1
2360.6     ->        1
2360.8     ->        1
2361.5     ->        1
2362.6     ->        1
2363.1     ->        1
2363.3     ->        1
2363.5     ->        1
2364.8     ->        1
2365.4     ->        1
2365.5     ->        1
2365.8     ->        1
2365.9     ->        1
2366.1     ->        1
2366.2     ->        1
2366.4     ->        1
2366.5     ->        1
2367.4     ->        1
2367.8     ->        1
2367.9     ->        1
2368.7     ->        1
2369.1     ->        1
2369.4     ->        1
2369.9     ->        1
2371.2     ->        1
2371.4     ->        1
 2372     ->        1
2372.4     ->        1
2373.2     ->        1
2373.5     ->        2
2374.2     ->        1
2374.3     ->        1
2374.9     ->        1
2375.3     ->        1
2375.7     ->        1
2376.8     ->        1
 2378     ->        1
2379.4     ->        1
2379.6     ->        1
2379.9     ->        1
2380.3     ->        1
2380.5     ->        1
2381.3     ->        1
2381.7     ->        1
2382.3     ->        2
2382.4     ->        1
2382.6     ->        1
2382.9     ->        1
2383.1     ->        1
2383.4     ->        1
2383.9     ->        1
2384.6     ->        1
