DISTANCIA   VECES QUE SE REPITE
1722.8     ->        1
1730.5     ->        1
1840.5     ->        1
1849.6     ->        1
1853.4     ->        1
1865.5     ->        1
1866.9     ->        1
1868.8     ->        1
1869.6     ->        1
 1874     ->        1
1877.8     ->        1
 1879     ->        1
1885.5     ->        1
1887.6     ->        1
1887.8     ->        1
1892.7     ->        1
 1893     ->        1
1894.4     ->        1
1901.5     ->        1
1902.5     ->        1
1905.2     ->        1
1906.1     ->        1
1919.9     ->        1
1920.7     ->        1
1924.1     ->        1
 1925     ->        1
1929.4     ->        1
1930.9     ->        2
 1932     ->        1
1935.7     ->        1
1937.2     ->        1
1949.3     ->        1
1951.2     ->        1
1956.5     ->        1
1958.8     ->        1
 1962     ->        2
1964.3     ->        1
1968.6     ->        1
1974.7     ->        1
1976.6     ->        1
 1978     ->        1
1979.9     ->        2
1980.6     ->        1
1983.7     ->        1
1984.1     ->        1
1989.2     ->        1
1993.4     ->        1
1993.9     ->        1
1994.8     ->        1
1996.1     ->        1
1996.7     ->        1
1997.9     ->        1
2000.6     ->        1
2000.9     ->        1
2001.1     ->        1
 2003     ->        1
2003.2     ->        1
2007.4     ->        1
2007.9     ->        1
2009.4     ->        1
2010.3     ->        1
2010.4     ->        1
2010.9     ->        1
2011.1     ->        1
2011.5     ->        1
2012.8     ->        1
2013.5     ->        1
2015.4     ->        1
2016.7     ->        1
2018.8     ->        1
2019.7     ->        1
2021.7     ->        1
2021.9     ->        1
2022.5     ->        1
2022.6     ->        1
2024.5     ->        1
2024.8     ->        1
2026.6     ->        1
2027.4     ->        1
 2028     ->        1
2028.2     ->        1
 2029     ->        1
2030.9     ->        1
2035.1     ->        1
2035.6     ->        1
2038.2     ->        1
 2039     ->        1
2041.1     ->        1
2041.9     ->        1
2042.8     ->        1
2043.2     ->        1
2045.6     ->        2
2047.3     ->        1
2047.4     ->        1
 2048     ->        1
2048.1     ->        1
2049.1     ->        1
2050.6     ->        1
2052.5     ->        1
2052.7     ->        1
2052.9     ->        1
2053.3     ->        1
2053.8     ->        1
2054.1     ->        1
2054.3     ->        1
2054.5     ->        1
2054.9     ->        1
2056.4     ->        2
2056.5     ->        1
 2058     ->        1
2058.5     ->        1
2061.6     ->        1
2061.7     ->        1
2061.8     ->        1
 2063     ->        2
2063.7     ->        1
2064.4     ->        1
2065.1     ->        1
2065.5     ->        1
2066.3     ->        1
2066.6     ->        1
2067.4     ->        1
2067.6     ->        1
2068.5     ->        1
2069.1     ->        1
 2070     ->        1
2070.6     ->        1
2070.8     ->        1
2071.4     ->        1
2071.5     ->        1
2073.5     ->        1
2073.6     ->        1
2073.8     ->        1
2076.6     ->        1
2076.9     ->        1
2077.2     ->        1
2077.6     ->        3
2077.7     ->        1
 2078     ->        1
 2079     ->        1
2080.9     ->        2
2081.2     ->        1
2082.5     ->        1
2083.1     ->        1
2083.8     ->        1
2084.9     ->        1
2085.2     ->        1
2085.3     ->        2
2085.6     ->        2
2086.1     ->        1
2086.4     ->        1
2086.8     ->        1
 2087     ->        1
2088.2     ->        1
2088.3     ->        1
2088.6     ->        1
2088.7     ->        1
2088.9     ->        1
 2089     ->        1
2089.6     ->        2
2090.2     ->        1
2091.4     ->        1
2091.7     ->        1
2092.1     ->        2
2092.4     ->        3
2094.4     ->        1
2094.6     ->        1
 2095     ->        1
2095.1     ->        1
2095.9     ->        1
2096.8     ->        1
2097.1     ->        1
2097.2     ->        1
2097.9     ->        1
2098.8     ->        1
2099.3     ->        1
2099.4     ->        1
2099.5     ->        2
2099.9     ->        1
2100.1     ->        1
2100.6     ->        1
2101.4     ->        1
