DISTANCIA   VECES QUE SE REPITE
1927.3     ->        1
1955.5     ->        1
1964.3     ->        1
1970.4     ->        1
2007.9     ->        1
2015.6     ->        1
2021.4     ->        1
2024.4     ->        1
2028.1     ->        1
2031.3     ->        1
2044.5     ->        1
2046.2     ->        1
2046.3     ->        1
2047.3     ->        1
2048.9     ->        1
2053.2     ->        1
2061.5     ->        1
2064.9     ->        1
2068.5     ->        1
2071.7     ->        1
2078.4     ->        1
2087.7     ->        1
2095.5     ->        1
2109.1     ->        1
2113.7     ->        1
2117.7     ->        1
2131.9     ->        1
2132.1     ->        1
2133.2     ->        1
2133.6     ->        1
 2135     ->        1
2143.9     ->        1
2144.7     ->        1
2147.2     ->        1
2148.8     ->        1
2149.2     ->        1
2152.4     ->        1
2153.8     ->        1
2153.9     ->        1
2155.8     ->        1
2157.8     ->        1
2158.2     ->        1
2159.1     ->        1
2159.5     ->        1
2161.7     ->        1
2162.2     ->        1
2163.9     ->        1
2166.5     ->        1
2168.1     ->        1
2168.9     ->        1
2171.9     ->        1
 2174     ->        1
2177.9     ->        1
2180.6     ->        1
2181.2     ->        1
2181.3     ->        1
2181.4     ->        1
 2182     ->        1
2182.1     ->        1
 2184     ->        1
2184.9     ->        1
2185.9     ->        1
2186.7     ->        1
2188.3     ->        1
 2189     ->        1
2190.3     ->        1
2192.7     ->        1
2194.9     ->        1
2196.5     ->        1
2197.1     ->        1
2198.4     ->        1
2199.1     ->        1
 2200     ->        1
2200.2     ->        1
2200.9     ->        1
2201.8     ->        1
2202.3     ->        2
2202.5     ->        1
2202.6     ->        1
2203.2     ->        1
2203.4     ->        1
2206.6     ->        1
2207.7     ->        1
2209.1     ->        1
 2211     ->        1
2211.2     ->        2
2211.8     ->        1
2213.6     ->        1
2214.3     ->        1
2215.3     ->        1
2216.1     ->        1
 2217     ->        1
2217.2     ->        1
2219.7     ->        1
2221.6     ->        2
2222.5     ->        1
2223.2     ->        1
2223.7     ->        1
2224.8     ->        1
2225.2     ->        2
2225.3     ->        1
2225.6     ->        1
2226.5     ->        1
 2227     ->        1
2227.6     ->        1
2228.2     ->        1
2228.8     ->        1
2231.7     ->        1
2233.6     ->        1
2233.9     ->        1
2234.8     ->        2
2235.5     ->        1
2235.7     ->        1
2236.4     ->        1
2236.6     ->        1
2237.3     ->        1
2238.5     ->        1
2239.2     ->        2
 2240     ->        1
2240.1     ->        1
2240.5     ->        1
2241.2     ->        1
 2242     ->        1
2242.4     ->        1
2247.7     ->        1
2247.8     ->        1
2248.6     ->        1
2248.8     ->        1
2248.9     ->        1
2249.8     ->        1
2250.2     ->        1
2250.3     ->        1
2251.5     ->        1
 2252     ->        2
2253.4     ->        1
2253.8     ->        1
2254.3     ->        1
2254.8     ->        1
2255.3     ->        1
2255.7     ->        1
2255.8     ->        1
2255.9     ->        2
2257.1     ->        1
2257.3     ->        1
2257.7     ->        1
2257.8     ->        1
2258.3     ->        1
2258.5     ->        1
 2259     ->        2
 2260     ->        1
2260.1     ->        1
2260.4     ->        1
 2261     ->        1
