DISTANCIA   VECES QUE SE REPITE
1034.4     ->        1
1046.9     ->        1
1075.3     ->        1
1076.1     ->        1
1092.2     ->        1
1111.3     ->        1
1116.4     ->        1
 1119     ->        1
1120.9     ->        1
 1155     ->        1
1156.1     ->        1
1156.7     ->        1
1159.6     ->        1
1162.3     ->        1
1168.7     ->        1
1169.2     ->        1
1171.4     ->        1
1172.4     ->        1
1173.1     ->        1
1180.3     ->        1
1180.7     ->        1
1184.5     ->        1
1198.2     ->        1
1198.4     ->        1
1199.7     ->        1
1203.1     ->        1
1205.1     ->        1
1208.5     ->        1
1210.1     ->        1
1210.8     ->        1
1211.3     ->        1
1213.4     ->        1
1213.6     ->        1
1215.5     ->        1
1215.9     ->        1
 1216     ->        1
1217.9     ->        2
1218.6     ->        1
1218.8     ->        1
1226.4     ->        1
1227.3     ->        1
1227.6     ->        1
1229.7     ->        1
1230.4     ->        1
 1231     ->        1
1233.4     ->        1
1233.6     ->        1
1234.2     ->        1
1240.5     ->        1
1245.2     ->        1
1246.1     ->        1
1246.6     ->        1
1248.4     ->        1
1249.5     ->        1
1250.5     ->        1
 1252     ->        1
1253.4     ->        1
1254.2     ->        1
1255.8     ->        1
1260.5     ->        1
1261.1     ->        1
1265.2     ->        1
1266.6     ->        1
1268.4     ->        1
1268.9     ->        1
1270.3     ->        1
 1271     ->        1
1271.5     ->        1
1273.1     ->        1
1273.9     ->        1
1275.7     ->        1
1276.2     ->        1
1277.5     ->        1
1281.3     ->        1
1282.9     ->        1
 1283     ->        1
1283.4     ->        1
 1285     ->        1
1285.4     ->        1
 1288     ->        1
1289.3     ->        1
1292.3     ->        1
1294.6     ->        1
1296.6     ->        1
 1298     ->        1
1298.3     ->        1
1299.1     ->        1
1299.4     ->        1
1300.4     ->        1
1300.5     ->        1
1301.6     ->        1
1301.8     ->        1
1301.9     ->        2
1302.5     ->        1
1307.8     ->        1
1308.9     ->        1
1310.2     ->        1
1310.3     ->        1
1314.3     ->        1
1314.4     ->        1
1315.3     ->        1
1317.8     ->        1
1319.2     ->        1
1319.4     ->        1
1320.3     ->        1
1321.2     ->        1
1321.3     ->        1
1321.6     ->        1
1322.5     ->        1
1323.8     ->        1
1323.9     ->        1
1325.4     ->        1
1325.7     ->        1
1326.2     ->        1
1326.5     ->        1
1327.4     ->        1
1328.1     ->        1
1328.7     ->        1
1328.9     ->        1
1330.4     ->        1
 1332     ->        1
1333.4     ->        1
1335.2     ->        1
1335.4     ->        1
1336.9     ->        1
1338.9     ->        1
1339.4     ->        1
 1341     ->        1
1341.3     ->        1
1341.6     ->        1
1342.3     ->        1
1342.6     ->        1
1343.9     ->        1
1345.6     ->        1
1346.2     ->        1
1346.8     ->        1
1347.6     ->        1
 1348     ->        1
1348.1     ->        1
1349.4     ->        1
1349.7     ->        1
 1350     ->        1
1350.3     ->        1
1351.2     ->        1
1353.2     ->        1
1353.9     ->        1
1354.7     ->        1
1355.9     ->        1
1357.1     ->        1
1357.8     ->        1
1358.1     ->        1
1360.1     ->        1
1360.2     ->        1
1360.8     ->        1
1360.9     ->        1
1361.1     ->        1
1361.3     ->        1
1362.9     ->        1
1363.1     ->        1
1363.3     ->        1
 1364     ->        1
1364.1     ->        1
1365.8     ->        1
1366.6     ->        1
1367.2     ->        1
1367.4     ->        1
 1368     ->        1
1368.8     ->        1
 1369     ->        1
1370.7     ->        2
1370.9     ->        1
 1371     ->        1
1371.5     ->        1
1371.7     ->        1
1372.3     ->        1
1373.8     ->        1
1374.4     ->        1
1374.8     ->        1
1375.7     ->        1
1376.7     ->        1
1376.9     ->        1
1377.5     ->        1
1379.5     ->        1
1379.9     ->        1
1380.3     ->        1
1380.5     ->        1
1380.8     ->        1
1381.9     ->        2
1382.4     ->        1
1382.6     ->        1
1382.8     ->        1
1383.2     ->        1
1384.5     ->        2
1385.3     ->        1
1385.4     ->        1
1385.7     ->        1
1385.8     ->        1
 1386     ->        1
1386.6     ->        1
1387.2     ->        1
1387.4     ->        1
1387.5     ->        1
1387.8     ->        1
 1388     ->        1
1388.2     ->        1
1388.3     ->        1
 1389     ->        1
1389.7     ->        2
1392.2     ->        1
1393.2     ->        1
1393.6     ->        1
1394.1     ->        1
1394.2     ->        2
1395.8     ->        1
 1397     ->        1
1397.5     ->        1
1397.9     ->        1
1398.1     ->        2
1398.3     ->        1
1398.6     ->        1
1398.8     ->        1
 1399     ->        1
1399.5     ->        1
1400.3     ->        1
1400.9     ->        1
 1401     ->        1
1401.1     ->        1
1401.7     ->        1
1402.8     ->        1
1403.6     ->        1
1403.7     ->        1
1404.3     ->        1
1404.9     ->        1
 1405     ->        1
1405.4     ->        1
1406.9     ->        1
1407.2     ->        1
1408.8     ->        1
1409.8     ->        1
1410.4     ->        1
1410.7     ->        1
1410.8     ->        1
 1411     ->        2
1411.1     ->        1
1412.3     ->        1
1413.4     ->        1
1413.5     ->        1
1414.3     ->        1
1415.7     ->        2
1415.9     ->        2
 1416     ->        1
1416.3     ->        1
1417.4     ->        1
1417.9     ->        1
1418.1     ->        1
1418.7     ->        1
1419.6     ->        1
1420.2     ->        1
1420.8     ->        1
1421.4     ->        1
1421.5     ->        1
1422.1     ->        1
1422.2     ->        1
1422.5     ->        1
1422.8     ->        1
1423.4     ->        1
1423.6     ->        2
 1424     ->        1
1424.3     ->        1
1424.6     ->        1
1424.8     ->        1
1424.9     ->        1
1425.2     ->        1
1425.3     ->        1
1425.6     ->        1
 1426     ->        1
1426.4     ->        1
 1427     ->        1
 1428     ->        1
1428.3     ->        1
1428.4     ->        1
1430.2     ->        2
1430.6     ->        1
1431.1     ->        1
1431.3     ->        1
 1432     ->        2
1432.5     ->        1
 1433     ->        1
1433.1     ->        1
1433.3     ->        1
1433.4     ->        2
1433.7     ->        2
1434.1     ->        1
1435.1     ->        1
1435.4     ->        1
1435.6     ->        1
1435.9     ->        1
1436.5     ->        2
 1437     ->        2
1437.1     ->        1
1437.4     ->        1
1437.9     ->        1
 1439     ->        1
1439.1     ->        1
1439.7     ->        2
1440.6     ->        1
1441.1     ->        3
1441.3     ->        1
1441.5     ->        1
1441.9     ->        1
 1442     ->        2
1442.2     ->        1
1442.4     ->        1
1442.6     ->        1
1442.7     ->        1
1443.5     ->        2
1444.3     ->        1
1444.8     ->        1
1445.1     ->        2
 1446     ->        1
1446.2     ->        1
1446.6     ->        1
1446.9     ->        1
1447.4     ->        1
1447.6     ->        1
1447.8     ->        2
 1448     ->        1
1448.5     ->        1
1448.6     ->        3
1448.7     ->        1
1448.9     ->        1
1449.3     ->        2
1449.8     ->        1
1450.7     ->        2
1450.8     ->        1
1450.9     ->        1
1451.2     ->        1
1451.3     ->        2
1451.4     ->        1
1451.9     ->        1
1452.5     ->        1
1452.6     ->        1
1452.7     ->        1
1452.9     ->        1
1453.1     ->        1
1453.4     ->        1
1453.6     ->        2
1453.8     ->        1
1453.9     ->        1
1454.2     ->        2
1454.5     ->        1
1455.4     ->        1
1456.4     ->        1
1456.5     ->        2
1457.2     ->        1
1457.3     ->        1
1457.4     ->        1
1457.5     ->        1
1457.8     ->        1
1458.2     ->        3
1458.7     ->        1
 1459     ->        1
1459.4     ->        1
1459.5     ->        1
1459.9     ->        1
 1460     ->        1
1460.2     ->        1
1460.3     ->        1
 1461     ->        1
 1462     ->        1
1462.3     ->        1
1462.4     ->        1
1463.1     ->        1
1463.4     ->        1
1463.5     ->        2
1463.6     ->        1
1463.7     ->        1
1464.1     ->        1
1464.6     ->        1
1464.9     ->        2
1465.1     ->        2
1465.3     ->        1
1466.2     ->        1
1466.3     ->        2
1466.4     ->        1
1466.5     ->        2
1466.7     ->        1
1466.9     ->        1
1467.1     ->        1
1467.3     ->        1
1467.4     ->        1
1467.6     ->        2
1467.8     ->        1
1468.1     ->        1
1468.3     ->        1
1468.4     ->        1
1468.5     ->        1
1468.6     ->        1
1468.9     ->        2
1469.1     ->        1
1469.2     ->        2
1469.4     ->        1
 1470     ->        1
1470.3     ->        1
1470.4     ->        1
1470.5     ->        1
1470.6     ->        1
1471.3     ->        1
1471.6     ->        1
1471.7     ->        1
1471.8     ->        1
 1472     ->        1
1472.8     ->        1
1473.7     ->        1
1473.8     ->        1
 1474     ->        1
1474.1     ->        1
1474.9     ->        1
1475.4     ->        1
1475.7     ->        1
1475.9     ->        1
1476.5     ->        1
1477.3     ->        1
1477.4     ->        2
1477.8     ->        1
1477.9     ->        1
 1478     ->        1
1478.1     ->        1
1478.4     ->        1
1478.5     ->        1
1478.7     ->        1
1479.1     ->        2
1479.2     ->        1
1479.6     ->        1
1479.8     ->        1
1479.9     ->        1
1480.1     ->        1
1480.9     ->        2
 1481     ->        1
1481.4     ->        1
1481.6     ->        2
1481.7     ->        1
1482.4     ->        3
1482.8     ->        1
 1483     ->        1
1483.1     ->        1
1483.5     ->        1
1483.7     ->        2
1484.1     ->        1
1484.5     ->        1
1484.8     ->        1
 1485     ->        1
1485.6     ->        1
1485.7     ->        1
1486.4     ->        1
1486.9     ->        1
 1487     ->        1
1487.2     ->        2
1487.6     ->        2
1488.1     ->        2
1488.5     ->        1
1488.8     ->        1
 1489     ->        2
1489.1     ->        1
1489.3     ->        1
1489.7     ->        2
 1490     ->        1
1490.4     ->        2
1490.5     ->        1
1490.6     ->        2
1490.9     ->        1
 1491     ->        1
1491.1     ->        1
1491.3     ->        1
1491.4     ->        1
 1492     ->        1
1492.1     ->        1
1492.5     ->        1
1493.1     ->        1
1493.2     ->        1
1493.4     ->        2
1493.5     ->        1
 1494     ->        1
1494.8     ->        1
 1495     ->        1
1495.1     ->        1
1495.2     ->        1
1495.5     ->        1
1495.6     ->        1
1495.9     ->        1
 1496     ->        1
1496.5     ->        1
1496.6     ->        1
1496.8     ->        1
1497.1     ->        1
1497.2     ->        1
1497.6     ->        2
1497.7     ->        1
1498.1     ->        3
1498.3     ->        1
1498.4     ->        1
1498.7     ->        2
1498.9     ->        1
1499.2     ->        1
1499.4     ->        1
1499.5     ->        1
1499.6     ->        1
1499.7     ->        1
1499.9     ->        1
1500.1     ->        1
1500.2     ->        1
1500.5     ->        3
1501.1     ->        1
1501.9     ->        1
1502.1     ->        2
1502.2     ->        1
1502.6     ->        1
1502.7     ->        1
1503.7     ->        1
1503.8     ->        1
1504.3     ->        1
1504.5     ->        3
1504.6     ->        1
1504.7     ->        1
1504.9     ->        1
1505.2     ->        1
1505.4     ->        1
1505.6     ->        1
1505.7     ->        1
1505.9     ->        1
1506.6     ->        1
1507.1     ->        1
1507.2     ->        1
1507.3     ->        1
1507.5     ->        2
1507.7     ->        1
1507.9     ->        2
1508.1     ->        1
1508.3     ->        1
1508.4     ->        1
1508.6     ->        2
 1509     ->        1
1509.2     ->        2
1509.3     ->        1
1509.7     ->        1
1510.1     ->        1
1510.2     ->        2
1510.4     ->        1
1510.9     ->        1
1511.4     ->        1
1511.6     ->        2
1511.7     ->        2
1511.8     ->        1
1511.9     ->        1
1512.3     ->        1
1512.4     ->        1
1512.7     ->        2
1512.8     ->        1
1513.7     ->        1
1514.1     ->        2
1514.4     ->        1
1514.6     ->        2
1514.7     ->        1
1514.8     ->        1
1515.3     ->        2
1515.7     ->        1
1515.9     ->        1
 1516     ->        1
1516.1     ->        1
1516.3     ->        1
 1517     ->        2
1517.4     ->        1
1517.5     ->        1
1517.6     ->        1
1517.7     ->        1
1517.8     ->        1
1517.9     ->        1
1518.1     ->        2
1518.2     ->        1
1518.3     ->        1
1518.5     ->        1
 1519     ->        1
1519.2     ->        2
1519.4     ->        1
1519.9     ->        1
1520.1     ->        1
1520.2     ->        1
1520.7     ->        1
1521.3     ->        2
1521.5     ->        1
1521.7     ->        1
1521.8     ->        1
1521.9     ->        1
1522.1     ->        3
1522.4     ->        3
1522.5     ->        1
1522.6     ->        1
1522.7     ->        2
1522.9     ->        1
1523.1     ->        1
1523.3     ->        1
1523.4     ->        1
1523.6     ->        1
1523.7     ->        3
1523.8     ->        1
 1524     ->        2
1524.1     ->        1
1524.2     ->        1
1524.5     ->        2
1524.8     ->        2
1525.3     ->        1
1525.4     ->        1
1525.6     ->        1
1525.7     ->        2
1525.8     ->        1
 1526     ->        1
1526.2     ->        1
1526.6     ->        2
1526.8     ->        2
 1527     ->        1
1527.4     ->        1
1527.5     ->        1
1528.1     ->        3
1528.5     ->        3
1528.7     ->        1
1528.8     ->        1
1528.9     ->        1
1529.2     ->        1
1529.3     ->        1
1529.9     ->        1
 1530     ->        1
1530.3     ->        3
1530.5     ->        2
1530.7     ->        2
 1531     ->        1
1531.2     ->        1
1531.6     ->        1
1531.7     ->        1
 1532     ->        1
1532.2     ->        2
1532.7     ->        1
1532.8     ->        1
1532.9     ->        2
 1533     ->        2
1533.4     ->        1
1533.5     ->        1
1533.9     ->        1
1534.1     ->        1
1534.2     ->        1
1534.3     ->        1
1534.9     ->        2
1535.7     ->        1
1536.2     ->        1
1536.3     ->        1
1536.6     ->        1
1536.8     ->        1
1536.9     ->        1
1537.2     ->        1
1537.3     ->        1
1537.9     ->        3
1538.1     ->        1
1538.3     ->        2
1538.5     ->        1
1538.6     ->        1
1538.8     ->        1
1538.9     ->        1
1539.7     ->        1
1539.9     ->        1
1540.3     ->        1
1540.4     ->        3
1540.5     ->        3
1540.8     ->        1
1541.6     ->        1
 1542     ->        1
1542.2     ->        2
1542.8     ->        1
1543.1     ->        1
1543.2     ->        1
1543.9     ->        2
1544.1     ->        3
1544.5     ->        1
1544.7     ->        1
1544.8     ->        1
 1545     ->        1
1545.2     ->        1
1545.4     ->        1
1545.6     ->        1
1545.7     ->        1
 1546     ->        1
1546.2     ->        1
1546.3     ->        2
1546.4     ->        1
1546.9     ->        1
 1547     ->        2
1547.3     ->        2
1547.5     ->        1
1547.6     ->        1
1547.7     ->        1
1547.9     ->        1
1548.1     ->        1
1548.3     ->        1
1548.4     ->        1
1548.5     ->        1
1548.6     ->        1
 1549     ->        1
1549.1     ->        1
1549.2     ->        3
1549.5     ->        3
1550.2     ->        2
1550.8     ->        2
1550.9     ->        1
1551.1     ->        1
1551.2     ->        1
1551.3     ->        1
1551.5     ->        1
1551.9     ->        1
1552.2     ->        1
1552.3     ->        2
1552.6     ->        2
1552.7     ->        1
 1553     ->        3
1553.1     ->        1
1553.2     ->        1
1553.4     ->        2
1553.5     ->        1
1553.7     ->        1
1553.8     ->        1
 1554     ->        1
1554.3     ->        1
1554.4     ->        1
1554.8     ->        1
1555.2     ->        1
1555.3     ->        3
1555.5     ->        1
1556.3     ->        1
1556.5     ->        1
1556.8     ->        2
1556.9     ->        1
 1557     ->        1
1557.7     ->        1
1557.8     ->        2
 1558     ->        2
1558.4     ->        1
1558.5     ->        1
1558.8     ->        3
1559.1     ->        2
1559.5     ->        1
1559.6     ->        2
1559.7     ->        1
1559.8     ->        1
 1560     ->        1
1560.1     ->        1
1560.2     ->        1
1560.3     ->        1
1560.4     ->        1
1560.5     ->        1
1561.1     ->        3
1561.5     ->        3
1561.6     ->        1
1561.8     ->        1
1562.2     ->        1
1562.6     ->        1
1563.2     ->        2
1563.5     ->        1
1563.7     ->        3
1563.8     ->        1
1563.9     ->        1
 1564     ->        2
1564.1     ->        1
1564.5     ->        2
1564.7     ->        2
1564.8     ->        1
1564.9     ->        1
 1565     ->        2
1565.1     ->        1
1565.6     ->        1
1565.9     ->        1
1566.3     ->        1
1566.4     ->        2
1566.6     ->        1
1566.9     ->        1
1567.3     ->        1
1567.5     ->        1
1568.1     ->        2
1568.2     ->        2
1568.4     ->        1
1568.5     ->        1
1568.7     ->        1
1569.2     ->        1
1569.4     ->        1
1569.6     ->        1
1569.8     ->        2
1569.9     ->        1
1570.1     ->        1
1570.2     ->        2
1570.4     ->        2
1570.5     ->        1
1570.6     ->        1
1570.7     ->        1
1570.8     ->        2
1571.1     ->        1
1571.2     ->        1
1571.3     ->        1
1571.5     ->        2
1571.7     ->        2
 1572     ->        2
1572.3     ->        2
1572.4     ->        1
1572.6     ->        1
1572.7     ->        1
1572.8     ->        1
 1573     ->        3
1573.3     ->        1
1573.6     ->        1
1573.7     ->        2
1573.9     ->        1
 1574     ->        1
1574.1     ->        3
1574.3     ->        1
1574.6     ->        1
1574.7     ->        1
1574.8     ->        1
1575.1     ->        1
1575.2     ->        1
1575.5     ->        1
1575.6     ->        2
1575.9     ->        1
 1576     ->        1
1576.3     ->        3
1576.5     ->        2
1576.6     ->        1
1576.8     ->        1
 1577     ->        1
1577.1     ->        1
1577.2     ->        2
1577.4     ->        1
1577.5     ->        1
1577.6     ->        1
1577.7     ->        1
1577.8     ->        1
1577.9     ->        2
1578.1     ->        1
1578.2     ->        1
