DISTANCIA   VECES QUE SE REPITE
1186.6     ->        1
1204.8     ->        1
1215.1     ->        1
1233.8     ->        1
1271.2     ->        1
1287.8     ->        1
1302.5     ->        1
1304.7     ->        1
1315.2     ->        1
1318.3     ->        1
1323.1     ->        1
1323.9     ->        1
1339.5     ->        1
1343.8     ->        1
1347.2     ->        1
1350.6     ->        1
1351.6     ->        1
1357.9     ->        1
 1368     ->        1
1375.3     ->        1
1379.9     ->        1
1394.3     ->        1
1400.4     ->        1
1401.6     ->        1
1402.1     ->        1
1402.3     ->        1
1409.7     ->        1
1413.4     ->        1
1416.2     ->        1
1418.2     ->        1
1423.6     ->        1
1423.9     ->        1
1425.2     ->        1
1426.4     ->        1
1426.5     ->        1
1428.6     ->        1
1430.5     ->        1
1430.7     ->        1
1431.6     ->        1
1434.5     ->        2
1438.8     ->        1
1442.3     ->        1
1442.4     ->        1
1443.8     ->        1
1443.9     ->        1
1444.9     ->        1
1449.7     ->        1
 1450     ->        1
1454.2     ->        1
1454.4     ->        1
1457.4     ->        1
1458.2     ->        1
1458.9     ->        1
1461.6     ->        1
1461.7     ->        1
1462.1     ->        1
1462.3     ->        1
1462.7     ->        1
1464.6     ->        1
1465.6     ->        1
1467.5     ->        1
1468.9     ->        1
1470.5     ->        1
1471.7     ->        1
1477.3     ->        1
1478.4     ->        1
1478.9     ->        1
1479.8     ->        1
1481.5     ->        1
1481.9     ->        1
1483.1     ->        1
1484.2     ->        1
1490.5     ->        1
1491.8     ->        1
1491.9     ->        1
1494.5     ->        1
1497.4     ->        1
1497.5     ->        1
1498.7     ->        1
1500.3     ->        1
1500.6     ->        1
1500.8     ->        1
1503.9     ->        1
1505.7     ->        1
1508.6     ->        1
1509.7     ->        1
1510.5     ->        1
 1511     ->        1
1511.2     ->        1
1511.6     ->        1
1511.7     ->        1
1512.4     ->        1
1512.5     ->        1
1514.2     ->        1
1515.1     ->        1
1515.8     ->        2
1516.2     ->        1
1516.6     ->        1
1516.9     ->        1
1517.2     ->        1
1518.6     ->        1
1518.9     ->        2
1521.1     ->        1
1521.2     ->        1
1521.5     ->        1
1521.6     ->        1
1522.1     ->        1
1522.4     ->        1
1523.2     ->        1
1523.5     ->        1
1523.8     ->        1
 1524     ->        1
 1527     ->        1
1527.4     ->        1
1528.6     ->        1
1529.1     ->        1
1529.2     ->        1
1529.3     ->        2
1529.7     ->        1
1529.8     ->        1
1530.1     ->        2
1530.2     ->        1
1531.1     ->        1
1531.2     ->        1
1531.5     ->        1
1531.9     ->        1
 1532     ->        1
 1534     ->        1
1534.2     ->        1
1534.9     ->        1
1535.6     ->        1
1535.9     ->        1
1536.2     ->        1
1536.6     ->        2
 1537     ->        1
1537.5     ->        1
 1538     ->        1
1539.4     ->        1
1539.5     ->        1
1540.7     ->        1
1541.8     ->        1
1541.9     ->        1
1542.1     ->        1
1542.4     ->        1
1542.5     ->        1
1542.8     ->        1
 1544     ->        1
1544.4     ->        1
1546.5     ->        1
1546.6     ->        1
 1547     ->        1
1547.3     ->        1
1547.9     ->        1
1548.5     ->        1
 1549     ->        1
1549.2     ->        2
1549.7     ->        1
1550.1     ->        1
1550.3     ->        1
1550.5     ->        1
1550.6     ->        1
1551.2     ->        2
1551.4     ->        1
1551.6     ->        1
1551.8     ->        2
1552.5     ->        1
1552.8     ->        1
1552.9     ->        1
1553.1     ->        1
1553.6     ->        1
 1554     ->        1
1554.5     ->        2
1555.4     ->        2
1555.6     ->        1
1555.9     ->        1
1556.1     ->        1
1556.4     ->        1
1557.2     ->        1
1557.3     ->        1
1558.5     ->        1
1558.9     ->        1
1560.5     ->        1
1560.6     ->        1
1561.2     ->        1
1561.3     ->        1
1561.4     ->        1
 1562     ->        1
1562.3     ->        1
 1563     ->        1
1563.4     ->        1
1565.2     ->        1
1565.5     ->        1
 1566     ->        1
1566.2     ->        1
1566.6     ->        3
1566.9     ->        1
 1567     ->        1
1567.2     ->        1
1567.9     ->        1
1568.2     ->        2
1568.8     ->        2
1569.9     ->        1
1570.5     ->        1
1570.7     ->        1
1571.5     ->        1
1573.9     ->        1
 1574     ->        1
1574.4     ->        2
1574.6     ->        1
1575.3     ->        1
1575.6     ->        2
1575.7     ->        2
1576.1     ->        2
1576.8     ->        1
1577.3     ->        1
1577.6     ->        1
1577.8     ->        1
1578.6     ->        2
1578.8     ->        1
1579.3     ->        1
1579.8     ->        1
 1580     ->        1
1580.6     ->        1
1580.8     ->        1
1581.3     ->        1
1581.6     ->        2
 1582     ->        1
1582.4     ->        1
1583.1     ->        1
1583.2     ->        1
1583.3     ->        1
1583.5     ->        1
1583.6     ->        1
1583.7     ->        1
1584.3     ->        1
1584.5     ->        1
1584.6     ->        1
 1585     ->        1
1585.8     ->        1
1586.3     ->        1
1586.4     ->        1
 1587     ->        1
1587.1     ->        1
1587.4     ->        1
1587.5     ->        1
1587.8     ->        1
1587.9     ->        1
1588.1     ->        1
1588.2     ->        1
1588.7     ->        1
1589.9     ->        1
1590.4     ->        1
1590.6     ->        2
1590.8     ->        1
1590.9     ->        1
1591.2     ->        1
1591.7     ->        1
 1592     ->        1
1592.5     ->        1
1592.6     ->        1
 1593     ->        1
1593.3     ->        1
1593.4     ->        1
1593.7     ->        1
1593.8     ->        1
1594.1     ->        3
1595.1     ->        1
 1596     ->        1
 1598     ->        1
1598.3     ->        1
1598.4     ->        3
1598.5     ->        1
1598.6     ->        1
1598.7     ->        1
1599.2     ->        2
1599.6     ->        1
1599.7     ->        1
1600.2     ->        1
1600.6     ->        2
1600.7     ->        1
 1601     ->        1
1601.6     ->        1
1602.1     ->        1
1602.4     ->        1
1603.3     ->        1
1603.5     ->        1
1603.7     ->        1
 1604     ->        1
1604.5     ->        1
1604.7     ->        1
1604.9     ->        1
 1605     ->        1
1605.4     ->        1
1605.5     ->        1
1605.7     ->        1
1605.9     ->        1
1606.5     ->        1
1606.9     ->        1
 1607     ->        1
1607.2     ->        1
1607.3     ->        1
1607.6     ->        2
1607.7     ->        1
1607.8     ->        2
 1608     ->        2
1608.2     ->        1
1608.3     ->        1
1608.5     ->        1
1608.8     ->        1
1608.9     ->        1
1609.2     ->        1
1609.4     ->        1
1609.6     ->        2
1609.7     ->        1
1609.9     ->        1
1610.1     ->        1
1610.4     ->        1
 1611     ->        1
1611.4     ->        2
1611.5     ->        1
1611.6     ->        1
1611.7     ->        1
1611.9     ->        1
1612.1     ->        1
1612.5     ->        1
1612.6     ->        1
1614.2     ->        1
1614.7     ->        2
1614.9     ->        1
1615.6     ->        1
1615.7     ->        1
1616.7     ->        1
1616.9     ->        1
1617.1     ->        1
1617.3     ->        1
1617.5     ->        2
1617.9     ->        1
 1618     ->        2
1618.2     ->        1
1618.3     ->        2
1618.4     ->        1
1618.6     ->        2
1618.7     ->        1
1618.8     ->        1
 1619     ->        1
1619.2     ->        1
1619.3     ->        1
1619.6     ->        2
1619.9     ->        1
 1620     ->        1
1620.5     ->        1
1620.7     ->        1
1620.8     ->        2
1620.9     ->        1
 1621     ->        1
1621.3     ->        1
1621.4     ->        2
1621.7     ->        1
 1622     ->        2
1622.7     ->        2
1623.1     ->        1
1623.2     ->        1
1623.3     ->        1
1623.4     ->        1
1623.5     ->        1
1623.6     ->        1
 1624     ->        1
1624.3     ->        1
1624.4     ->        1
1624.7     ->        1
1624.8     ->        1
1624.9     ->        1
1625.1     ->        1
1625.8     ->        1
1626.6     ->        1
1627.1     ->        1
1627.3     ->        1
1627.4     ->        1
1627.6     ->        1
1627.8     ->        1
1628.5     ->        1
1628.7     ->        2
 1629     ->        1
1629.1     ->        1
1629.4     ->        1
1629.6     ->        1
1630.6     ->        3
1630.7     ->        1
1631.5     ->        1
 1632     ->        1
1632.1     ->        1
1632.3     ->        1
1632.5     ->        1
1632.9     ->        1
1633.4     ->        1
1633.5     ->        1
1633.6     ->        1
1633.9     ->        3
 1634     ->        1
1634.1     ->        1
1634.3     ->        1
1634.6     ->        1
1635.1     ->        1
1635.2     ->        1
1635.6     ->        2
 1636     ->        1
1636.4     ->        2
 1637     ->        3
1637.1     ->        1
1637.4     ->        1
1637.5     ->        2
1637.6     ->        2
1638.1     ->        1
1638.2     ->        1
1638.3     ->        1
1638.9     ->        1
1639.1     ->        2
1639.7     ->        2
1640.2     ->        2
1640.4     ->        1
1641.4     ->        1
1641.5     ->        1
1641.7     ->        1
 1642     ->        1
1642.2     ->        1
1642.3     ->        1
1642.5     ->        1
1642.6     ->        1
1642.7     ->        1
1642.9     ->        1
 1643     ->        1
1643.6     ->        1
1643.8     ->        1
1644.2     ->        1
1644.4     ->        1
1644.5     ->        2
1644.6     ->        1
 1645     ->        1
1645.1     ->        1
1645.2     ->        1
1645.9     ->        1
1646.3     ->        1
1646.4     ->        1
1646.5     ->        1
1646.6     ->        1
1647.1     ->        1
1647.2     ->        1
1647.4     ->        1
1647.8     ->        1
1647.9     ->        1
1648.2     ->        1
1648.4     ->        1
1648.6     ->        1
1648.8     ->        1
 1649     ->        1
1649.1     ->        1
1649.3     ->        2
1649.6     ->        1
1649.9     ->        1
1650.1     ->        2
1650.3     ->        2
1650.6     ->        2
1650.7     ->        1
1650.8     ->        1
1650.9     ->        1
1651.1     ->        1
1651.2     ->        1
1651.4     ->        1
1651.5     ->        1
1651.6     ->        1
1651.7     ->        2
1651.9     ->        2
 1652     ->        1
1652.1     ->        1
1652.2     ->        4
1652.5     ->        1
1652.6     ->        2
1652.7     ->        1
1653.1     ->        1
1653.4     ->        1
1653.5     ->        1
1653.7     ->        1
1653.9     ->        1
1654.1     ->        3
1654.2     ->        2
1654.3     ->        1
1654.5     ->        2
1654.6     ->        1
1654.7     ->        2
1654.9     ->        1
1655.1     ->        1
1655.4     ->        1
1655.6     ->        1
1655.7     ->        1
1655.8     ->        1
1656.5     ->        1
1656.8     ->        1
 1657     ->        1
1657.1     ->        1
1657.2     ->        2
1657.4     ->        1
1657.6     ->        1
1657.7     ->        1
1657.8     ->        1
1657.9     ->        1
 1658     ->        1
1658.2     ->        1
1658.5     ->        2
1659.3     ->        1
1659.5     ->        1
1659.8     ->        1
1659.9     ->        1
1660.3     ->        1
1660.9     ->        2
 1661     ->        2
1661.2     ->        1
1661.4     ->        3
1661.5     ->        1
1661.6     ->        1
1661.7     ->        1
1661.9     ->        1
 1662     ->        1
1662.6     ->        1
1662.8     ->        1
1663.1     ->        1
1663.4     ->        1
1663.6     ->        2
1663.9     ->        1
1664.1     ->        2
1664.2     ->        1
1664.5     ->        1
1664.6     ->        1
1664.9     ->        1
 1665     ->        3
1665.1     ->        1
1665.3     ->        2
1665.5     ->        1
1665.8     ->        3
 1666     ->        1
1666.2     ->        1
1666.4     ->        2
1666.5     ->        2
1666.7     ->        1
1666.8     ->        3
1666.9     ->        1
1667.2     ->        1
1667.5     ->        1
 1668     ->        1
1668.3     ->        2
1668.4     ->        1
1668.6     ->        1
1668.7     ->        4
1668.8     ->        1
1668.9     ->        1
1669.2     ->        1
1669.3     ->        1
1669.5     ->        2
1669.6     ->        1
1669.7     ->        2
1670.4     ->        1
1670.6     ->        2
1671.4     ->        1
1671.5     ->        1
 1672     ->        1
1672.1     ->        2
1672.2     ->        1
1672.3     ->        2
1672.5     ->        1
1672.7     ->        3
 1673     ->        1
1673.1     ->        2
1673.2     ->        1
1673.4     ->        2
1673.5     ->        1
1673.6     ->        1
1673.7     ->        1
1673.9     ->        1
1674.1     ->        2
1674.3     ->        1
1674.6     ->        2
1674.7     ->        1
1674.9     ->        1
 1675     ->        1
1675.1     ->        1
1675.2     ->        2
 1676     ->        1
1676.7     ->        2
