DISTANCIA   VECES QUE SE REPITE
1467.3     ->        1
 1543     ->        1
1580.6     ->        1
1590.4     ->        1
1590.8     ->        1
1594.6     ->        1
 1635     ->        1
1645.5     ->        1
1658.2     ->        1
1666.4     ->        1
1667.3     ->        1
1669.3     ->        1
1694.7     ->        1
1704.4     ->        1
 1712     ->        1
1718.7     ->        1
1724.5     ->        1
1729.9     ->        1
1735.5     ->        1
1737.8     ->        1
 1738     ->        1
1740.7     ->        1
1741.4     ->        1
1746.3     ->        1
1746.8     ->        1
1751.1     ->        1
1754.2     ->        1
1757.3     ->        1
1765.5     ->        1
1767.6     ->        1
1768.8     ->        1
1773.7     ->        1
1774.7     ->        1
1775.6     ->        1
 1778     ->        1
1778.4     ->        1
1778.5     ->        1
1779.4     ->        1
1780.9     ->        1
 1782     ->        1
1782.4     ->        1
1783.8     ->        1
1785.4     ->        1
1785.6     ->        1
1786.3     ->        1
1786.9     ->        1
 1790     ->        1
1790.5     ->        1
1791.2     ->        1
1791.5     ->        2
1792.3     ->        1
1795.6     ->        1
1795.9     ->        1
1799.8     ->        1
1801.3     ->        1
1801.9     ->        1
1803.8     ->        1
1804.9     ->        1
1806.5     ->        1
1808.6     ->        1
1809.1     ->        1
1811.2     ->        1
1814.3     ->        1
1815.3     ->        1
1816.8     ->        1
1817.4     ->        1
1820.1     ->        1
1821.8     ->        1
1822.4     ->        1
1823.4     ->        1
1827.5     ->        1
1827.7     ->        1
1829.3     ->        2
1829.9     ->        2
1830.2     ->        1
1830.6     ->        1
1831.7     ->        1
1834.3     ->        1
1839.4     ->        1
1839.5     ->        1
1839.7     ->        1
1840.6     ->        2
1841.1     ->        1
1841.2     ->        1
1841.9     ->        1
1843.7     ->        1
 1844     ->        1
1844.9     ->        1
1849.5     ->        1
1849.9     ->        1
 1852     ->        1
1853.3     ->        1
1853.9     ->        1
1854.8     ->        1
1858.8     ->        1
1861.2     ->        1
1861.6     ->        1
 1862     ->        1
1862.3     ->        1
1863.6     ->        1
1865.2     ->        1
1865.6     ->        1
 1867     ->        1
1868.4     ->        1
1868.7     ->        1
1868.9     ->        1
 1869     ->        1
1870.3     ->        2
 1871     ->        1
1871.5     ->        1
1871.7     ->        1
1873.2     ->        1
1873.5     ->        1
1874.5     ->        2
1874.9     ->        1
1875.5     ->        1
1876.3     ->        1
1876.7     ->        1
1876.9     ->        1
1877.8     ->        2
1878.3     ->        1
1878.4     ->        1
1878.8     ->        1
1878.9     ->        1
1879.7     ->        1
1879.9     ->        1
1881.7     ->        1
 1882     ->        1
1882.4     ->        1
1882.8     ->        1
 1883     ->        1
1883.5     ->        1
1883.7     ->        1
1883.8     ->        1
1884.1     ->        1
1884.4     ->        1
 1885     ->        1
1885.6     ->        1
 1886     ->        1
1886.5     ->        1
1886.9     ->        2
 1887     ->        1
1887.4     ->        1
1887.7     ->        1
1887.8     ->        1
1888.1     ->        1
1888.5     ->        1
1888.9     ->        1
1891.3     ->        1
1892.4     ->        1
1892.8     ->        1
1893.5     ->        1
1894.1     ->        1
1894.2     ->        1
1894.3     ->        1
1894.7     ->        1
1895.5     ->        1
1895.9     ->        1
1896.4     ->        1
1897.1     ->        1
1897.7     ->        1
 1898     ->        1
1898.7     ->        1
1898.9     ->        1
1899.4     ->        1
1899.9     ->        2
1900.1     ->        1
1900.9     ->        1
1901.1     ->        2
1901.9     ->        1
1902.3     ->        1
1902.8     ->        1
1902.9     ->        2
1903.1     ->        1
 1904     ->        1
1904.2     ->        1
 1905     ->        1
1905.1     ->        1
1905.4     ->        1
1905.5     ->        2
1905.7     ->        1
1906.7     ->        1
1906.9     ->        1
