DISTANCIA   VECES QUE SE REPITE
1695.6     ->        1
 1727     ->        1
1761.9     ->        1
1780.2     ->        1
1784.5     ->        1
1795.7     ->        1
1819.3     ->        1
1822.8     ->        1
 1829     ->        1
1832.6     ->        1
1840.5     ->        1
1845.5     ->        1
 1850     ->        1
1851.7     ->        1
1859.7     ->        1
1860.2     ->        1
1860.8     ->        1
1861.7     ->        1
 1867     ->        1
 1868     ->        1
1869.2     ->        1
1870.2     ->        1
1884.7     ->        1
1890.6     ->        1
1897.1     ->        1
1897.4     ->        1
1900.9     ->        1
1905.1     ->        1
1905.5     ->        1
1910.4     ->        1
1919.6     ->        1
1926.4     ->        1
1929.4     ->        1
1933.2     ->        1
1935.2     ->        1
1936.8     ->        1
1937.5     ->        1
1938.2     ->        1
1938.7     ->        1
1940.5     ->        1
1942.3     ->        1
1942.6     ->        1
1944.5     ->        1
 1947     ->        1
1951.9     ->        1
1952.2     ->        1
 1953     ->        1
1959.2     ->        1
1959.7     ->        1
 1960     ->        1
 1964     ->        1
1965.6     ->        1
1967.4     ->        1
1970.1     ->        1
 1972     ->        1
1973.1     ->        1
1973.2     ->        1
1975.2     ->        1
 1979     ->        1
1979.9     ->        1
1980.2     ->        1
 1981     ->        1
1981.9     ->        1
 1982     ->        1
1983.3     ->        1
1983.6     ->        1
1985.3     ->        1
1985.6     ->        1
1986.1     ->        1
1986.8     ->        1
 1987     ->        1
1987.7     ->        1
1989.6     ->        1
 1990     ->        1
1991.3     ->        1
1991.4     ->        1
1992.5     ->        1
 1994     ->        1
1994.8     ->        1
 1995     ->        2
 1996     ->        1
1996.9     ->        1
1997.4     ->        1
1998.4     ->        1
1999.4     ->        1
1999.6     ->        1
2000.8     ->        1
 2001     ->        1
2002.3     ->        1
2004.7     ->        1
2006.9     ->        1
2007.2     ->        1
2008.1     ->        1
2010.2     ->        1
2010.8     ->        1
2011.3     ->        1
2014.4     ->        1
2018.1     ->        1
2018.3     ->        1
2019.4     ->        1
2019.6     ->        1
 2021     ->        1
2021.5     ->        1
2021.7     ->        1
2022.2     ->        1
2022.6     ->        1
 2024     ->        1
2024.9     ->        1
2025.3     ->        1
 2026     ->        1
2026.3     ->        1
 2028     ->        1
2028.2     ->        1
2028.3     ->        1
2029.9     ->        1
2030.5     ->        1
2031.7     ->        1
2033.8     ->        1
2034.4     ->        2
