DISTANCIA   VECES QUE SE REPITE
938.9     ->        1
978.8     ->        1
992.9     ->        1
1034.4     ->        1
 1046     ->        1
1050.9     ->        1
1052.3     ->        1
 1055     ->        1
1061.3     ->        1
1064.3     ->        1
 1067     ->        1
1093.4     ->        1
 1102     ->        1
1107.6     ->        1
1111.5     ->        1
1112.7     ->        1
1113.3     ->        1
1114.1     ->        1
1114.3     ->        1
1121.6     ->        1
 1122     ->        1
1126.6     ->        1
1133.2     ->        1
1138.5     ->        1
1139.6     ->        1
1139.9     ->        1
1140.8     ->        1
1141.9     ->        1
1143.3     ->        1
1144.9     ->        1
1146.5     ->        1
1148.2     ->        1
1148.4     ->        1
1151.5     ->        1
 1152     ->        1
1152.1     ->        1
1160.6     ->        1
1171.4     ->        1
1172.7     ->        1
1175.2     ->        1
1175.4     ->        1
1176.8     ->        1
 1178     ->        1
1179.9     ->        1
 1180     ->        1
1180.2     ->        1
1180.3     ->        1
1181.4     ->        1
 1186     ->        1
1187.7     ->        2
1192.4     ->        1
1193.9     ->        1
1197.6     ->        2
1200.5     ->        1
1202.1     ->        2
1203.6     ->        1
1203.7     ->        1
1205.1     ->        1
1205.5     ->        1
1206.6     ->        1
 1210     ->        1
1210.3     ->        1
1211.5     ->        1
1211.6     ->        1
1212.1     ->        1
1212.6     ->        1
1213.2     ->        1
1213.3     ->        1
1215.9     ->        1
1216.5     ->        1
1216.6     ->        1
 1217     ->        1
1217.2     ->        1
1217.3     ->        1
 1219     ->        1
1220.3     ->        1
1220.6     ->        1
1220.7     ->        1
 1221     ->        1
1223.1     ->        1
1224.4     ->        1
1225.8     ->        1
1227.9     ->        1
1229.7     ->        1
 1230     ->        2
1230.4     ->        1
 1231     ->        1
 1234     ->        1
1234.4     ->        1
1235.7     ->        1
1236.7     ->        1
1239.7     ->        1
1240.1     ->        1
1240.9     ->        1
1241.4     ->        1
1241.5     ->        1
1244.4     ->        1
1244.5     ->        1
1244.9     ->        1
 1245     ->        1
 1248     ->        1
1251.1     ->        1
1251.7     ->        1
1252.3     ->        1
1253.3     ->        1
 1254     ->        1
1255.1     ->        2
1255.9     ->        1
1257.5     ->        1
1257.6     ->        1
1257.8     ->        1
 1258     ->        1
1259.9     ->        1
 1260     ->        1
 1264     ->        1
1264.9     ->        1
1266.4     ->        1
1267.3     ->        1
1267.4     ->        1
1267.7     ->        1
1267.8     ->        1
1268.2     ->        1
1268.4     ->        1
 1270     ->        1
1270.3     ->        1
1270.8     ->        1
1273.3     ->        1
1274.3     ->        1
 1276     ->        1
1276.4     ->        1
1277.5     ->        1
1278.3     ->        1
1279.7     ->        1
1280.3     ->        1
1280.6     ->        1
1282.1     ->        1
1282.4     ->        1
1282.7     ->        1
1282.9     ->        1
1283.6     ->        1
1284.5     ->        1
1285.9     ->        1
1287.2     ->        1
 1288     ->        1
1288.7     ->        1
1288.8     ->        1
1289.2     ->        1
1289.7     ->        1
1290.9     ->        1
1295.5     ->        1
1296.2     ->        1
1296.7     ->        1
1297.5     ->        1
1297.8     ->        1
 1298     ->        1
1299.8     ->        1
1300.5     ->        1
1301.2     ->        1
1303.4     ->        1
1303.6     ->        1
1304.8     ->        1
 1305     ->        1
1306.3     ->        2
1306.4     ->        1
 1307     ->        1
1307.5     ->        1
1307.6     ->        1
1308.1     ->        1
1308.5     ->        1
1308.6     ->        2
1309.3     ->        1
1309.6     ->        1
1309.7     ->        1
1310.4     ->        1
1310.9     ->        1
1311.1     ->        1
1311.4     ->        1
1311.7     ->        2
1313.2     ->        1
1313.8     ->        1
1314.1     ->        1
1314.2     ->        2
1314.6     ->        1
1315.1     ->        1
1315.6     ->        1
1316.2     ->        1
1317.3     ->        1
1321.6     ->        1
1321.9     ->        1
1322.6     ->        1
1322.7     ->        1
1322.8     ->        1
1323.4     ->        1
1323.9     ->        1
 1324     ->        1
1324.8     ->        1
1325.9     ->        1
 1326     ->        3
 1327     ->        1
1327.6     ->        1
1328.3     ->        1
1328.8     ->        1
1329.7     ->        1
1329.8     ->        1
1330.2     ->        1
1330.6     ->        1
1330.7     ->        1
1330.8     ->        1
1331.2     ->        2
1331.9     ->        1
1332.3     ->        1
1332.8     ->        1
 1333     ->        1
1333.5     ->        1
1333.8     ->        1
1334.4     ->        2
1334.8     ->        1
1334.9     ->        1
 1335     ->        1
1335.1     ->        1
1335.3     ->        1
1337.1     ->        1
1337.3     ->        1
1337.8     ->        1
1339.3     ->        1
1340.5     ->        1
1340.6     ->        1
1340.9     ->        1
1341.6     ->        1
1341.9     ->        1
 1343     ->        1
1344.2     ->        1
1344.6     ->        1
1344.9     ->        1
1345.1     ->        1
1345.3     ->        1
1345.4     ->        1
1345.8     ->        1
 1346     ->        1
 1347     ->        1
1347.3     ->        1
1347.5     ->        1
1347.6     ->        1
1347.9     ->        1
 1348     ->        2
1348.4     ->        1
1348.9     ->        1
1349.2     ->        2
1349.6     ->        1
 1350     ->        1
1350.1     ->        1
1350.5     ->        2
1350.6     ->        2
1351.2     ->        1
1351.3     ->        1
1351.4     ->        1
1351.5     ->        2
1351.7     ->        2
1352.5     ->        1
1353.6     ->        1
1354.4     ->        1
1355.1     ->        1
1356.3     ->        1
1356.9     ->        1
1357.1     ->        1
1357.3     ->        1
1357.9     ->        1
1358.2     ->        1
1358.3     ->        1
1358.4     ->        1
1358.7     ->        1
1358.9     ->        1
1359.4     ->        1
1359.6     ->        1
1360.3     ->        1
1360.9     ->        1
 1361     ->        1
1361.3     ->        1
1361.6     ->        1
1361.7     ->        3
1362.2     ->        1
1363.1     ->        1
1363.2     ->        2
1363.3     ->        1
1363.4     ->        1
1363.5     ->        1
1364.4     ->        1
1365.6     ->        1
1367.1     ->        1
1367.5     ->        1
1367.8     ->        2
 1368     ->        2
1368.2     ->        1
1368.5     ->        1
1368.9     ->        1
1370.1     ->        1
1370.3     ->        1
1370.7     ->        1
1370.8     ->        1
1370.9     ->        1
1371.9     ->        1
1372.1     ->        2
1372.3     ->        2
1372.7     ->        2
1373.3     ->        2
1373.4     ->        1
1373.6     ->        1
1374.2     ->        1
1374.3     ->        1
1374.8     ->        1
1375.5     ->        1
1375.7     ->        1
1375.8     ->        1
1376.1     ->        1
1376.3     ->        1
1376.7     ->        1
1377.1     ->        1
1377.2     ->        1
1377.3     ->        1
1377.6     ->        1
1378.3     ->        3
1378.6     ->        1
1378.7     ->        1
1378.9     ->        1
1379.4     ->        2
1379.6     ->        1
1379.8     ->        1
1379.9     ->        1
 1380     ->        1
1380.3     ->        1
1380.4     ->        1
1380.9     ->        1
 1381     ->        1
1381.1     ->        1
1381.2     ->        2
1381.3     ->        1
1381.4     ->        1
1381.6     ->        1
1382.3     ->        1
1382.9     ->        1
1383.5     ->        1
1383.6     ->        1
1384.3     ->        1
1384.6     ->        2
1385.2     ->        1
1385.5     ->        2
1385.9     ->        1
 1386     ->        1
1386.1     ->        2
1386.3     ->        3
1386.4     ->        1
1386.8     ->        1
 1387     ->        1
1387.5     ->        1
1387.7     ->        1
1388.1     ->        2
1388.3     ->        2
 1389     ->        1
1389.1     ->        1
1389.8     ->        1
1390.5     ->        1
1391.2     ->        1
1391.3     ->        1
1391.5     ->        1
1391.8     ->        2
1391.9     ->        1
1392.1     ->        1
1392.3     ->        1
1392.6     ->        1
1392.7     ->        1
1392.9     ->        2
 1393     ->        1
1393.2     ->        1
1393.3     ->        1
1393.6     ->        1
1394.3     ->        1
 1395     ->        1
1395.2     ->        1
1395.3     ->        1
1395.7     ->        1
1395.9     ->        1
1396.1     ->        1
1396.4     ->        1
1396.6     ->        1
1396.9     ->        2
1397.2     ->        1
1397.9     ->        1
1398.1     ->        2
1398.3     ->        1
1398.4     ->        1
1398.6     ->        1
1398.8     ->        1
1399.5     ->        1
1399.8     ->        1
1399.9     ->        1
 1400     ->        2
1400.3     ->        1
1401.3     ->        1
1401.5     ->        1
1402.1     ->        1
1402.2     ->        2
1402.4     ->        3
1402.7     ->        1
1402.8     ->        1
1403.2     ->        1
1403.3     ->        1
1403.9     ->        1
1404.1     ->        2
1404.6     ->        1
1404.9     ->        1
1405.4     ->        2
1405.5     ->        2
1405.7     ->        1
1405.8     ->        1
1406.2     ->        1
1406.3     ->        1
1406.8     ->        2
 1407     ->        2
1407.4     ->        1
1407.6     ->        1
1407.7     ->        1
1407.9     ->        1
1408.1     ->        1
1408.2     ->        1
1408.3     ->        1
1408.9     ->        1
 1409     ->        1
1409.2     ->        1
1409.3     ->        2
1410.2     ->        2
