DISTANCIA   VECES QUE SE REPITE
824.2     ->        1
896.3     ->        1
921.3     ->        1
937.2     ->        1
937.7     ->        1
958.5     ->        1
961.6     ->        1
968.8     ->        1
975.3     ->        1
 1020     ->        1
1038.8     ->        1
1045.9     ->        1
1052.3     ->        1
 1054     ->        1
1061.5     ->        1
1061.8     ->        2
1063.7     ->        1
1069.8     ->        1
1071.8     ->        1
1078.5     ->        1
1080.6     ->        1
1083.5     ->        1
1085.9     ->        1
 1086     ->        1
 1090     ->        1
1095.2     ->        1
1096.9     ->        1
1099.1     ->        1
1099.2     ->        1
 1102     ->        1
1105.2     ->        1
1105.8     ->        1
1109.9     ->        1
1111.7     ->        1
1112.5     ->        2
1113.8     ->        1
1116.1     ->        1
1116.2     ->        1
1118.4     ->        1
1121.2     ->        1
1121.5     ->        1
1123.2     ->        1
1124.8     ->        1
1124.9     ->        1
1125.3     ->        1
1128.5     ->        1
1128.6     ->        1
1129.6     ->        1
1130.4     ->        1
1134.3     ->        1
1135.1     ->        1
1136.2     ->        1
1139.2     ->        1
1139.7     ->        1
1140.7     ->        1
1140.9     ->        1
1144.5     ->        1
1144.7     ->        1
1147.9     ->        1
1148.8     ->        1
1149.1     ->        1
1155.2     ->        1
1156.2     ->        1
1156.4     ->        1
1156.6     ->        1
1157.1     ->        1
1157.5     ->        1
1158.5     ->        1
1158.8     ->        1
1160.8     ->        1
 1161     ->        2
1163.7     ->        1
1165.9     ->        1
1167.2     ->        1
1167.6     ->        1
1167.9     ->        1
1169.9     ->        1
1170.2     ->        1
1170.4     ->        1
1170.5     ->        1
1172.7     ->        1
 1174     ->        1
1174.5     ->        1
1174.7     ->        1
1176.6     ->        1
1181.1     ->        1
1182.9     ->        1
1185.1     ->        1
1185.2     ->        1
1185.6     ->        1
 1186     ->        1
1186.8     ->        1
 1187     ->        1
1187.9     ->        1
1188.8     ->        1
1189.5     ->        2
1190.1     ->        1
1190.7     ->        1
 1192     ->        1
 1193     ->        1
1193.8     ->        1
 1194     ->        1
1194.3     ->        1
1196.3     ->        1
1197.9     ->        1
1199.2     ->        1
1200.5     ->        1
 1201     ->        1
1204.2     ->        2
1204.3     ->        1
1205.3     ->        1
1205.5     ->        1
1206.2     ->        1
1207.3     ->        1
1207.6     ->        1
1208.2     ->        1
1209.5     ->        1
1210.2     ->        1
1210.8     ->        1
1210.9     ->        1
1211.6     ->        2
 1212     ->        1
1215.6     ->        1
1216.2     ->        1
1216.8     ->        1
 1217     ->        1
1219.5     ->        1
1219.6     ->        1
1219.7     ->        1
1220.5     ->        1
 1221     ->        1
1221.6     ->        1
1221.7     ->        1
1222.1     ->        1
1222.2     ->        1
1222.4     ->        1
1222.6     ->        1
1223.2     ->        1
1223.9     ->        1
1224.5     ->        1
1224.8     ->        2
1226.3     ->        1
1227.1     ->        1
1228.5     ->        1
1229.2     ->        1
1229.5     ->        1
1230.2     ->        1
1230.3     ->        1
1230.4     ->        1
1230.9     ->        1
1231.8     ->        1
1232.1     ->        1
 1233     ->        1
1233.1     ->        1
1233.2     ->        1
1233.5     ->        1
1234.2     ->        1
1234.9     ->        1
1235.6     ->        1
1236.3     ->        1
1236.9     ->        1
1237.5     ->        1
1238.7     ->        1
1239.4     ->        1
1239.9     ->        1
1240.6     ->        1
1241.5     ->        1
1241.9     ->        1
1242.2     ->        1
1242.5     ->        1
1244.6     ->        2
1244.7     ->        1
 1245     ->        2
1245.5     ->        1
1245.6     ->        1
1247.4     ->        1
1247.7     ->        1
1248.2     ->        1
1248.3     ->        1
1249.3     ->        1
1250.5     ->        1
1251.9     ->        1
1252.1     ->        1
1252.2     ->        1
1252.7     ->        1
1252.8     ->        2
 1253     ->        1
1253.2     ->        1
1253.9     ->        1
1254.2     ->        2
 1255     ->        1
1255.1     ->        1
1255.4     ->        1
 1256     ->        1
1257.2     ->        1
1257.5     ->        1
1257.8     ->        1
1257.9     ->        1
1258.2     ->        2
1258.6     ->        1
1259.1     ->        1
1260.1     ->        2
1260.2     ->        1
1260.3     ->        1
 1261     ->        1
1262.1     ->        1
1262.2     ->        1
1262.5     ->        1
1262.9     ->        1
1263.1     ->        2
1263.2     ->        2
1263.3     ->        1
1263.6     ->        2
1263.8     ->        1
1264.1     ->        1
1264.6     ->        1
1265.3     ->        1
1265.5     ->        1
1266.4     ->        2
 1267     ->        1
1267.9     ->        1
1268.3     ->        1
1269.1     ->        1
1270.3     ->        1
1270.4     ->        2
1271.4     ->        1
1271.6     ->        1
 1272     ->        1
1272.2     ->        1
1272.4     ->        1
1272.6     ->        1
1273.1     ->        1
1273.4     ->        1
1273.6     ->        1
1273.9     ->        1
1274.4     ->        1
1274.7     ->        1
1275.5     ->        1
1275.9     ->        2
 1276     ->        1
1276.6     ->        1
1276.7     ->        1
1277.1     ->        1
1277.7     ->        1
 1278     ->        1
1278.4     ->        1
1279.2     ->        1
1279.6     ->        1
 1280     ->        1
1280.4     ->        1
1280.7     ->        1
1280.9     ->        2
1281.7     ->        1
1283.4     ->        1
1283.5     ->        1
1283.9     ->        2
1284.1     ->        1
1284.4     ->        1
1284.5     ->        1
1284.7     ->        1
 1285     ->        1
1285.8     ->        1
1286.7     ->        1
1286.8     ->        1
1286.9     ->        1
1287.4     ->        3
1287.6     ->        1
1287.8     ->        2
1287.9     ->        2
1288.4     ->        2
1289.1     ->        1
1289.3     ->        2
1289.4     ->        1
1289.5     ->        1
1290.2     ->        1
1290.8     ->        1
1291.2     ->        1
1291.3     ->        2
1291.7     ->        1
1292.1     ->        1
1292.2     ->        1
1292.3     ->        2
1292.4     ->        1
1292.8     ->        1
1292.9     ->        1
1293.2     ->        1
1293.3     ->        1
1293.6     ->        1
 1294     ->        1
1294.4     ->        1
1295.1     ->        1
1295.7     ->        2
1296.3     ->        1
1296.7     ->        1
1297.1     ->        1
1297.4     ->        1
1297.6     ->        2
1297.8     ->        1
1298.4     ->        1
1298.9     ->        1
1299.5     ->        2
1299.7     ->        1
 1300     ->        1
1300.1     ->        1
1301.1     ->        1
1301.2     ->        1
1301.5     ->        1
 1302     ->        1
1302.1     ->        1
1302.2     ->        1
1302.3     ->        1
1302.8     ->        1
1302.9     ->        1
1303.2     ->        1
1304.1     ->        1
1304.5     ->        3
1304.6     ->        1
1304.7     ->        1
1305.2     ->        1
1306.2     ->        1
1306.3     ->        1
1306.8     ->        1
 1307     ->        2
1307.4     ->        1
1307.6     ->        1
1307.8     ->        1
1308.1     ->        1
1308.2     ->        2
1308.3     ->        2
 1309     ->        1
1309.3     ->        1
1309.5     ->        1
1309.7     ->        1
 1310     ->        1
1310.2     ->        1
1310.7     ->        2
1311.9     ->        1
1312.1     ->        1
1312.7     ->        1
1312.9     ->        1
1313.6     ->        1
 1314     ->        2
1314.7     ->        1
1315.2     ->        1
1315.4     ->        1
1315.5     ->        1
1315.7     ->        1
1316.5     ->        1
1316.6     ->        1
 1317     ->        1
1317.2     ->        1
1317.3     ->        1
1317.4     ->        1
1317.5     ->        1
1317.6     ->        1
1317.8     ->        1
 1318     ->        1
1318.1     ->        1
1318.2     ->        1
1318.7     ->        1
1319.1     ->        2
1319.2     ->        2
1319.4     ->        1
1319.6     ->        1
1319.7     ->        1
1319.8     ->        1
1320.1     ->        1
1320.3     ->        3
1320.4     ->        1
1320.6     ->        3
1320.8     ->        1
1321.2     ->        1
1322.4     ->        1
1322.5     ->        1
1322.8     ->        2
1322.9     ->        1
1323.3     ->        1
1323.7     ->        1
1323.9     ->        1
1324.1     ->        1
1324.2     ->        1
1324.6     ->        1
1325.5     ->        1
1326.1     ->        1
1326.5     ->        1
1326.6     ->        1
1326.8     ->        1
1327.1     ->        1
1327.3     ->        1
1327.4     ->        1
1327.5     ->        1
1327.6     ->        1
 1328     ->        1
1328.2     ->        1
1328.3     ->        1
1328.4     ->        1
1328.7     ->        1
1329.1     ->        1
1329.3     ->        1
1329.9     ->        1
1330.5     ->        1
1330.9     ->        2
1331.1     ->        1
1331.3     ->        1
1331.4     ->        1
1331.6     ->        2
1332.1     ->        1
1332.5     ->        2
 1333     ->        1
1333.1     ->        1
1333.2     ->        1
1333.4     ->        1
1333.5     ->        1
1333.7     ->        1
1333.8     ->        1
1334.3     ->        1
1334.4     ->        1
1334.5     ->        1
1334.6     ->        1
1334.7     ->        1
1334.8     ->        1
 1335     ->        1
1335.1     ->        3
1335.3     ->        1
 1336     ->        1
1336.2     ->        1
1336.6     ->        2
1336.9     ->        1
 1337     ->        1
1337.1     ->        1
1337.2     ->        1
1337.3     ->        1
1337.5     ->        1
1337.7     ->        1
1338.5     ->        1
1338.7     ->        2
1338.9     ->        1
 1339     ->        2
1339.1     ->        1
1339.2     ->        1
1339.4     ->        1
1339.8     ->        1
1339.9     ->        1
 1340     ->        1
1340.3     ->        1
1340.9     ->        1
1341.6     ->        2
1342.4     ->        1
1342.5     ->        3
1342.6     ->        1
1342.8     ->        1
1342.9     ->        1
 1343     ->        1
1343.1     ->        1
1343.6     ->        1
1343.8     ->        2
1343.9     ->        1
1344.1     ->        3
1344.6     ->        1
 1345     ->        1
1345.1     ->        1
1345.3     ->        1
1345.7     ->        1
1345.8     ->        1
1346.1     ->        1
1346.2     ->        1
1346.6     ->        1
1346.8     ->        1
1346.9     ->        1
 1347     ->        1
1347.2     ->        2
1347.4     ->        2
1347.5     ->        1
1347.8     ->        2
1347.9     ->        1
1348.3     ->        1
1348.5     ->        1
1348.8     ->        1
1349.2     ->        2
1349.3     ->        1
1349.4     ->        2
1349.9     ->        2
1350.1     ->        1
1350.2     ->        1
1350.5     ->        1
1350.8     ->        1
 1351     ->        3
1351.1     ->        1
1351.2     ->        2
1351.4     ->        2
1351.9     ->        2
1352.4     ->        1
1352.6     ->        1
1352.7     ->        2
 1353     ->        2
1353.1     ->        1
1353.9     ->        1
1354.1     ->        1
1354.3     ->        2
1354.4     ->        1
1354.6     ->        1
1354.8     ->        1
1355.6     ->        2
1355.8     ->        1
1356.1     ->        1
1356.2     ->        1
1356.3     ->        2
1356.5     ->        2
1356.6     ->        1
1357.5     ->        1
1357.7     ->        2
1357.8     ->        1
1357.9     ->        1
1358.2     ->        2
1358.4     ->        1
1358.5     ->        2
1358.6     ->        1
1358.7     ->        1
 1359     ->        2
1359.5     ->        2
1359.6     ->        1
1360.2     ->        1
1360.3     ->        1
1360.6     ->        1
 1361     ->        1
1361.7     ->        1
1361.8     ->        1
 1362     ->        1
1362.1     ->        2
1362.3     ->        2
1362.5     ->        2
1363.3     ->        2
1363.6     ->        1
1363.7     ->        1
 1364     ->        1
1364.1     ->        1
1364.3     ->        1
1364.6     ->        1
1364.8     ->        2
1364.9     ->        1
 1365     ->        1
1365.1     ->        1
1365.6     ->        1
 1366     ->        1
1366.1     ->        3
1366.4     ->        2
1366.5     ->        1
1366.7     ->        1
1366.9     ->        1
1367.3     ->        1
1367.4     ->        1
1367.5     ->        1
1367.7     ->        1
1367.8     ->        2
1368.3     ->        1
1368.4     ->        1
1368.5     ->        2
1368.8     ->        1
1368.9     ->        1
1369.1     ->        2
1369.2     ->        3
1369.4     ->        1
1369.8     ->        1
1369.9     ->        1
 1370     ->        1
1370.1     ->        1
1370.3     ->        1
1370.5     ->        1
1370.7     ->        1
1370.8     ->        1
1370.9     ->        1
 1371     ->        1
1371.2     ->        3
1371.3     ->        1
1371.4     ->        1
1371.5     ->        2
1371.6     ->        1
1371.8     ->        2
1371.9     ->        1
 1372     ->        1
1372.4     ->        1
1372.6     ->        1
1372.9     ->        1
 1373     ->        2
1373.2     ->        1
1373.7     ->        1
1373.9     ->        2
 1374     ->        1
1374.2     ->        2
1374.7     ->        1
1374.8     ->        1
 1375     ->        1
1375.1     ->        2
1375.2     ->        2
1375.4     ->        1
1375.5     ->        1
1376.5     ->        2
1376.9     ->        2
1377.4     ->        1
1377.5     ->        1
1378.2     ->        2
1378.4     ->        2
1378.5     ->        1
1378.6     ->        1
1379.1     ->        2
1379.5     ->        1
1379.6     ->        1
1379.8     ->        2
1379.9     ->        1
1380.4     ->        3
1380.6     ->        1
1380.7     ->        1
1380.8     ->        1
1380.9     ->        2
 1381     ->        1
1381.3     ->        2
1381.5     ->        1
1381.9     ->        1
 1382     ->        1
1383.1     ->        1
1383.2     ->        1
1383.4     ->        1
1383.7     ->        2
1383.8     ->        2
 1384     ->        1
1384.4     ->        2
1384.5     ->        1
1384.7     ->        2
1384.8     ->        2
 1385     ->        2
1385.1     ->        1
1385.2     ->        2
1385.5     ->        2
1385.7     ->        1
1385.9     ->        1
1386.1     ->        1
1386.5     ->        3
1386.6     ->        1
1386.8     ->        2
1387.1     ->        1
1387.3     ->        1
1387.5     ->        2
1387.6     ->        1
1387.7     ->        1
1387.9     ->        1
1388.1     ->        1
1388.3     ->        1
1388.5     ->        1
1388.9     ->        1
 1389     ->        2
1389.1     ->        2
1389.5     ->        2
1389.7     ->        3
1389.9     ->        1
 1390     ->        1
1390.2     ->        2
1390.7     ->        1
1390.9     ->        1
 1391     ->        1
1391.1     ->        1
1391.4     ->        2
1391.5     ->        1
1391.6     ->        2
1391.8     ->        1
 1392     ->        1
1392.1     ->        1
1392.3     ->        1
1392.5     ->        1
1392.6     ->        1
1392.9     ->        4
 1393     ->        1
1393.1     ->        1
1393.3     ->        1
1393.4     ->        4
1393.5     ->        1
1393.6     ->        2
1393.7     ->        1
1393.8     ->        2
1393.9     ->        1
 1394     ->        2
1394.3     ->        1
1394.7     ->        1
1394.8     ->        2
