DISTANCIA   VECES QUE SE REPITE
859.4     ->        1
884.6     ->        1
903.2     ->        1
919.5     ->        1
939.6     ->        1
958.1     ->        1
966.7     ->        1
975.2     ->        1
976.1     ->        1
981.4     ->        1
983.2     ->        1
988.7     ->        1
992.8     ->        1
1003.6     ->        1
 1007     ->        1
1008.3     ->        1
 1017     ->        1
1017.5     ->        1
1031.1     ->        1
1033.8     ->        1
1040.3     ->        1
1040.6     ->        1
 1042     ->        1
1052.4     ->        1
1056.1     ->        1
1058.2     ->        1
1062.7     ->        1
1068.4     ->        1
1069.5     ->        1
1080.7     ->        1
1089.3     ->        1
1089.5     ->        1
1090.1     ->        1
1090.2     ->        1
1091.7     ->        1
 1092     ->        1
1094.8     ->        1
1095.7     ->        1
1101.9     ->        1
1102.5     ->        1
1104.9     ->        1
1108.8     ->        1
1109.6     ->        1
 1111     ->        1
1111.9     ->        1
 1112     ->        1
1112.3     ->        1
1116.1     ->        1
1116.3     ->        1
1117.8     ->        1
1120.5     ->        1
1121.5     ->        1
1124.7     ->        1
1125.8     ->        1
1127.6     ->        1
 1128     ->        1
 1131     ->        1
1131.1     ->        1
1131.4     ->        1
1132.8     ->        1
1132.9     ->        2
1133.5     ->        1
1134.4     ->        1
1137.6     ->        1
 1139     ->        1
1139.3     ->        1
1141.2     ->        1
 1142     ->        1
1142.6     ->        1
1143.6     ->        1
1143.7     ->        2
1144.3     ->        2
1144.4     ->        1
1145.4     ->        1
1145.5     ->        1
1146.2     ->        1
1148.8     ->        1
 1151     ->        1
1151.2     ->        1
1151.5     ->        1
 1152     ->        1
1152.4     ->        1
1153.8     ->        1
1154.5     ->        1
1154.7     ->        1
1154.8     ->        1
1155.3     ->        1
1158.1     ->        1
1158.2     ->        1
1158.7     ->        1
1159.2     ->        1
1161.2     ->        1
1164.5     ->        1
1164.6     ->        1
1166.9     ->        1
1167.3     ->        1
1167.6     ->        1
1168.2     ->        1
1168.9     ->        1
1169.3     ->        1
1169.8     ->        1
1170.3     ->        1
1170.6     ->        1
 1171     ->        1
1171.6     ->        1
1173.1     ->        1
1173.2     ->        2
1173.8     ->        1
1174.8     ->        1
1174.9     ->        1
1175.9     ->        1
1179.7     ->        1
 1180     ->        1
1180.1     ->        1
1180.8     ->        1
 1182     ->        1
1182.9     ->        1
1183.8     ->        1
1184.9     ->        1
 1186     ->        1
1187.4     ->        1
1188.6     ->        1
1188.8     ->        1
1189.3     ->        1
1189.9     ->        1
1190.1     ->        1
1190.4     ->        1
1190.9     ->        1
1191.9     ->        2
 1192     ->        1
1192.2     ->        1
1192.7     ->        2
1192.9     ->        1
1193.6     ->        1
1193.9     ->        1
1195.4     ->        1
1196.9     ->        1
1197.2     ->        1
1197.6     ->        1
1198.1     ->        1
1198.7     ->        1
1199.2     ->        1
1199.9     ->        1
 1200     ->        1
1200.2     ->        1
1200.4     ->        1
1200.6     ->        1
1201.2     ->        1
1201.9     ->        1
 1202     ->        1
1202.5     ->        1
1202.6     ->        1
1202.7     ->        1
 1203     ->        1
1203.6     ->        1
 1204     ->        1
1204.7     ->        1
1204.9     ->        1
 1205     ->        1
1205.2     ->        1
1205.3     ->        1
1205.4     ->        1
1206.5     ->        1
 1209     ->        1
1209.5     ->        1
1209.9     ->        1
 1210     ->        1
1210.3     ->        1
1211.4     ->        1
1213.2     ->        1
1213.8     ->        1
1213.9     ->        1
 1214     ->        1
1214.3     ->        1
1215.1     ->        1
1215.4     ->        2
1216.2     ->        1
1216.5     ->        1
1216.7     ->        1
1216.9     ->        2
1218.4     ->        3
1219.1     ->        1
1219.8     ->        1
1221.2     ->        1
1221.4     ->        1
1221.6     ->        1
1222.2     ->        1
1222.7     ->        1
1223.9     ->        1
1224.2     ->        2
1224.6     ->        1
 1226     ->        1
1226.6     ->        1
1226.7     ->        1
 1227     ->        1
1227.7     ->        1
1227.9     ->        1
1228.4     ->        1
1229.1     ->        1
1229.7     ->        1
1230.6     ->        1
1232.8     ->        1
 1233     ->        1
1233.4     ->        1
 1234     ->        1
1234.2     ->        1
1234.9     ->        1
1235.2     ->        2
1237.5     ->        1
1237.9     ->        1
1238.6     ->        1
1239.5     ->        1
1239.8     ->        1
1240.5     ->        1
 1242     ->        1
1242.2     ->        1
1242.4     ->        2
1242.7     ->        1
1243.9     ->        1
1244.1     ->        1
1244.6     ->        3
1244.8     ->        1
1244.9     ->        1
1246.1     ->        1
1247.1     ->        1
1247.6     ->        1
 1248     ->        1
1248.1     ->        1
1248.4     ->        1
1248.5     ->        1
1248.6     ->        1
1248.8     ->        1
1249.2     ->        2
1249.3     ->        1
1249.5     ->        1
1249.7     ->        1
1249.8     ->        1
1250.3     ->        1
1250.4     ->        1
1250.5     ->        1
1251.1     ->        1
1251.4     ->        1
1251.9     ->        1
 1253     ->        2
1253.1     ->        1
1253.5     ->        1
1253.9     ->        1
 1254     ->        1
1254.2     ->        1
1255.5     ->        1
1256.4     ->        1
1257.2     ->        1
1257.6     ->        1
1257.9     ->        2
 1258     ->        3
1258.1     ->        1
1259.1     ->        1
1259.4     ->        1
1260.1     ->        2
1260.9     ->        1
1261.7     ->        3
1262.2     ->        1
1262.7     ->        1
1262.8     ->        1
1263.1     ->        1
1263.5     ->        2
1263.8     ->        1
 1264     ->        2
1264.2     ->        1
1264.4     ->        1
1264.8     ->        1
1264.9     ->        1
1265.1     ->        1
1265.4     ->        1
1265.6     ->        1
1265.7     ->        2
1266.1     ->        1
1267.4     ->        1
1267.6     ->        1
1267.8     ->        1
1267.9     ->        1
 1268     ->        1
1268.1     ->        1
1268.2     ->        1
1268.3     ->        1
1268.5     ->        1
1268.7     ->        1
1268.8     ->        1
 1269     ->        1
1269.4     ->        1
1269.5     ->        1
1269.7     ->        1
1269.8     ->        1
1270.2     ->        1
1270.5     ->        2
1271.4     ->        2
1271.6     ->        1
1271.7     ->        1
1271.8     ->        1
1272.8     ->        1
1273.1     ->        1
1273.3     ->        1
1273.7     ->        1
1273.9     ->        3
1274.5     ->        1
1274.6     ->        1
1275.1     ->        1
1276.2     ->        2
1276.8     ->        1
 1277     ->        2
1277.5     ->        1
1277.6     ->        1
1277.8     ->        1
 1278     ->        1
1278.3     ->        1
1278.7     ->        1
1279.5     ->        1
1279.6     ->        1
1279.9     ->        1
1280.3     ->        1
1280.8     ->        2
1280.9     ->        1
1281.7     ->        1
1282.2     ->        1
1282.4     ->        1
1282.6     ->        1
1282.9     ->        1
1283.5     ->        2
1284.1     ->        1
1284.4     ->        1
1284.8     ->        1
1284.9     ->        1
1285.5     ->        1
1285.6     ->        2
1286.3     ->        1
1286.5     ->        1
1286.6     ->        1
1286.7     ->        1
1286.8     ->        1
1287.5     ->        1
1287.7     ->        1
1287.9     ->        1
 1288     ->        1
1288.1     ->        1
1288.2     ->        1
1288.9     ->        1
1289.2     ->        2
1289.5     ->        1
1289.7     ->        1
1289.8     ->        1
1289.9     ->        1
1290.7     ->        1
1290.8     ->        1
1291.5     ->        1
1291.7     ->        1
 1292     ->        1
1292.1     ->        1
1292.3     ->        1
1293.2     ->        1
1293.9     ->        3
 1294     ->        3
1294.1     ->        2
1294.3     ->        2
1294.5     ->        1
1294.9     ->        1
1295.1     ->        1
1295.2     ->        1
1295.5     ->        1
1295.8     ->        1
1295.9     ->        1
1296.3     ->        1
1296.5     ->        2
1296.7     ->        2
1297.3     ->        1
1297.8     ->        2
 1298     ->        2
1298.1     ->        1
1298.2     ->        1
1298.6     ->        1
1298.7     ->        1
1298.8     ->        2
1298.9     ->        2
 1299     ->        1
1299.1     ->        1
1299.4     ->        1
1299.5     ->        1
1299.7     ->        3
1299.8     ->        2
1300.3     ->        1
 1301     ->        1
1301.2     ->        1
1301.3     ->        1
1301.7     ->        2
 1302     ->        1
1302.1     ->        1
1302.4     ->        1
1302.6     ->        1
1302.9     ->        2
1303.1     ->        3
1303.6     ->        2
1303.9     ->        1
1304.1     ->        1
1304.4     ->        1
1304.5     ->        1
1304.6     ->        1
1304.8     ->        1
 1305     ->        1
1305.2     ->        1
1305.6     ->        1
1305.8     ->        1
1306.7     ->        3
1306.9     ->        2
 1307     ->        2
1307.1     ->        1
