DISTANCIA   VECES QUE SE REPITE
1385.4     ->        1
1427.4     ->        1
1434.1     ->        1
1434.9     ->        1
1472.9     ->        1
1492.8     ->        1
1493.8     ->        1
1498.9     ->        1
1514.7     ->        1
1515.6     ->        1
1522.2     ->        1
1526.5     ->        1
1531.5     ->        1
1534.1     ->        1
 1543     ->        1
1543.5     ->        1
1552.9     ->        1
1556.2     ->        1
1557.8     ->        1
1562.7     ->        1
1567.6     ->        1
 1569     ->        1
1570.3     ->        1
1577.4     ->        1
1582.4     ->        1
1585.6     ->        1
1586.5     ->        1
1587.9     ->        1
1590.8     ->        1
1591.1     ->        1
1591.3     ->        1
1592.4     ->        1
1593.3     ->        1
1595.5     ->        1
1601.5     ->        1
1602.2     ->        1
1603.1     ->        1
1603.9     ->        1
1608.5     ->        1
 1612     ->        1
1613.6     ->        1
1614.1     ->        1
1614.8     ->        1
1616.1     ->        1
1618.6     ->        1
1620.3     ->        1
 1621     ->        1
1626.5     ->        1
1626.8     ->        1
1633.6     ->        1
1635.1     ->        1
1636.8     ->        1
1640.3     ->        1
1641.6     ->        1
1642.4     ->        1
1642.8     ->        1
1643.1     ->        1
1643.3     ->        1
1647.3     ->        1
1648.2     ->        2
1649.5     ->        1
 1650     ->        1
1650.3     ->        1
1651.2     ->        1
1652.4     ->        1
 1653     ->        1
1653.1     ->        1
1653.4     ->        1
1654.1     ->        1
1654.4     ->        1
 1660     ->        1
1661.2     ->        1
1662.9     ->        1
1663.3     ->        1
1663.4     ->        1
1665.4     ->        1
1666.7     ->        1
1668.3     ->        1
1668.5     ->        1
1669.2     ->        2
1669.7     ->        1
1670.8     ->        1
1671.9     ->        1
 1672     ->        1
1672.1     ->        1
1673.5     ->        1
1675.9     ->        1
1676.4     ->        1
1679.2     ->        1
1679.7     ->        1
1681.1     ->        2
1683.3     ->        1
1685.1     ->        1
1686.2     ->        1
1686.8     ->        2
1686.9     ->        1
1687.7     ->        2
1688.2     ->        1
1688.6     ->        1
1688.7     ->        1
1688.8     ->        1
1689.2     ->        1
1689.5     ->        1
1692.8     ->        1
1693.4     ->        1
1693.9     ->        1
1694.7     ->        1
1696.2     ->        1
1697.3     ->        1
1697.5     ->        1
1698.1     ->        1
1698.4     ->        1
1699.1     ->        1
 1700     ->        2
 1703     ->        1
1703.8     ->        1
1705.1     ->        1
1705.9     ->        1
 1706     ->        1
1706.7     ->        1
1707.7     ->        1
1708.4     ->        1
1708.7     ->        1
1710.5     ->        1
1712.2     ->        1
1712.3     ->        1
1713.4     ->        1
1713.8     ->        1
1713.9     ->        1
 1714     ->        1
1714.3     ->        1
1715.3     ->        1
1715.9     ->        1
1716.8     ->        1
1717.7     ->        1
1718.4     ->        2
1718.5     ->        1
1718.8     ->        1
1719.1     ->        1
1719.7     ->        1
1720.9     ->        2
1723.2     ->        1
1724.3     ->        1
1724.9     ->        1
1725.3     ->        1
1725.5     ->        1
1725.7     ->        1
1726.2     ->        1
1726.4     ->        1
1728.1     ->        1
1728.2     ->        1
1728.4     ->        1
1728.5     ->        1
1731.2     ->        1
1731.3     ->        1
1731.7     ->        1
1732.8     ->        1
1733.8     ->        1
1734.1     ->        1
1734.4     ->        1
1734.5     ->        2
1735.8     ->        1
1735.9     ->        1
1736.1     ->        1
1736.5     ->        1
1736.8     ->        1
1737.6     ->        1
1737.9     ->        1
1738.6     ->        1
1739.3     ->        1
1740.3     ->        2
1740.9     ->        1
1741.2     ->        1
1741.3     ->        1
1741.5     ->        1
1741.6     ->        1
1742.6     ->        1
1743.3     ->        1
1743.7     ->        2
1743.9     ->        1
1744.3     ->        1
1744.4     ->        1
1744.8     ->        1
1746.3     ->        1
1746.5     ->        1
1746.8     ->        1
1749.7     ->        1
1750.3     ->        1
1750.5     ->        1
1750.7     ->        1
