DISTANCIA   VECES QUE SE REPITE
1567.7     ->        1
1601.3     ->        1
1611.6     ->        1
1631.4     ->        1
1665.2     ->        1
 1684     ->        1
1687.9     ->        1
1689.2     ->        1
1696.9     ->        1
1711.7     ->        1
1720.5     ->        1
1720.7     ->        2
1727.5     ->        1
1730.5     ->        1
1732.5     ->        1
1745.9     ->        1
1749.7     ->        1
1752.5     ->        1
1762.8     ->        1
1769.4     ->        1
1769.9     ->        1
1770.8     ->        1
1773.5     ->        1
1773.6     ->        1
1774.6     ->        1
1776.3     ->        1
1778.6     ->        1
1787.7     ->        1
1788.7     ->        1
1790.1     ->        1
1792.1     ->        1
1796.2     ->        1
1796.6     ->        1
1805.7     ->        1
1806.4     ->        1
1807.6     ->        1
1812.7     ->        1
 1815     ->        1
1819.2     ->        1
1820.8     ->        1
1827.4     ->        1
1827.7     ->        1
 1832     ->        1
 1837     ->        1
1838.2     ->        1
1839.3     ->        1
1840.2     ->        1
1840.6     ->        1
1841.3     ->        2
1842.4     ->        1
1843.7     ->        1
1845.5     ->        1
1850.4     ->        2
1855.3     ->        1
1857.9     ->        1
1859.8     ->        1
1859.9     ->        1
1860.2     ->        1
 1861     ->        1
1861.5     ->        1
 1862     ->        1
1864.8     ->        1
1865.9     ->        1
1867.5     ->        1
1867.6     ->        1
1868.4     ->        1
1868.5     ->        1
 1871     ->        1
1871.4     ->        1
1871.8     ->        1
1873.2     ->        1
1874.3     ->        1
1875.7     ->        1
1878.2     ->        1
1878.7     ->        1
1880.2     ->        1
1881.4     ->        1
1882.1     ->        1
 1884     ->        1
1884.5     ->        2
1884.7     ->        1
1885.7     ->        1
1886.9     ->        1
1887.7     ->        1
1892.3     ->        1
1892.8     ->        1
 1896     ->        1
1896.2     ->        2
 1897     ->        1
1898.8     ->        1
1898.9     ->        1
1900.1     ->        1
1901.1     ->        1
1901.3     ->        1
1902.4     ->        1
1902.7     ->        1
1902.8     ->        1
1904.4     ->        1
1906.2     ->        1
1907.6     ->        1
1908.5     ->        1
1911.2     ->        1
 1912     ->        2
1912.4     ->        1
1913.6     ->        2
1913.8     ->        1
1914.4     ->        1
1914.5     ->        1
1915.2     ->        1
1915.7     ->        1
 1916     ->        1
1916.1     ->        1
1916.8     ->        1
1917.4     ->        1
1917.7     ->        1
1919.6     ->        1
1919.7     ->        1
1920.2     ->        1
1920.4     ->        1
1920.6     ->        2
1921.1     ->        1
1921.6     ->        1
1922.1     ->        1
1922.8     ->        1
1922.9     ->        1
1924.6     ->        1
1924.8     ->        1
1925.3     ->        2
1925.4     ->        1
1925.6     ->        1
1927.7     ->        1
1928.8     ->        1
1929.7     ->        2
1930.4     ->        1
1930.7     ->        1
1930.8     ->        1
 1932     ->        1
1933.8     ->        1
1934.5     ->        1
1934.6     ->        1
1934.9     ->        1
1935.1     ->        1
1936.1     ->        1
1936.2     ->        1
1936.4     ->        1
1936.8     ->        1
 1937     ->        1
1938.6     ->        1
1938.8     ->        1
1939.9     ->        2
1940.1     ->        1
1940.5     ->        2
 1941     ->        1
1942.3     ->        1
1942.6     ->        1
1943.7     ->        1
1944.1     ->        1
1944.6     ->        1
1944.7     ->        1
 1946     ->        1
1946.8     ->        1
1946.9     ->        1
1947.4     ->        1
1947.6     ->        1
1948.6     ->        2
 1949     ->        1
1950.5     ->        1
1951.1     ->        1
1951.2     ->        1
1951.3     ->        1
1951.5     ->        1
1951.9     ->        1
1952.4     ->        1
1952.6     ->        1
1952.8     ->        1
1953.8     ->        1
1954.2     ->        1
1955.1     ->        2
1955.3     ->        1
1956.3     ->        1
1957.1     ->        1
1957.2     ->        1
1957.4     ->        1
1957.7     ->        1
1958.3     ->        1
1958.9     ->        1
1959.5     ->        1
1959.8     ->        1
1959.9     ->        1
1960.1     ->        1
1961.5     ->        1
1962.2     ->        2
1962.6     ->        1
1962.8     ->        2
1963.1     ->        1
1963.6     ->        1
1963.7     ->        1
1963.9     ->        1
1965.1     ->        1
1965.9     ->        2
1966.1     ->        1
1966.8     ->        1
 1967     ->        1
1967.1     ->        1
1967.2     ->        1
1967.5     ->        1
1967.6     ->        1
 1968     ->        2
1968.3     ->        1
1968.4     ->        1
1968.8     ->        1
1969.1     ->        1
1969.3     ->        1
1970.1     ->        1
1970.3     ->        1
 1971     ->        1
1971.1     ->        1
1971.4     ->        1
 1972     ->        1
1973.2     ->        1
1973.5     ->        1
1973.9     ->        1
1974.2     ->        1
1974.5     ->        1
1974.6     ->        1
1974.7     ->        2
1975.2     ->        2
 1977     ->        2
1977.1     ->        2
1977.2     ->        1
1977.4     ->        1
1977.5     ->        1
1977.9     ->        1
1978.4     ->        1
1978.6     ->        2
1978.7     ->        1
1978.8     ->        1
1980.7     ->        1
1980.8     ->        1
1981.6     ->        1
1981.8     ->        1
 1982     ->        1
1982.1     ->        1
1982.3     ->        1
1983.1     ->        1
1983.9     ->        2
1984.7     ->        1
1985.2     ->        1
1985.6     ->        1
 1986     ->        2
1986.3     ->        1
1986.5     ->        1
1986.6     ->        1
1986.7     ->        1
1987.1     ->        1
1987.4     ->        1
1987.5     ->        1
 1988     ->        1
1988.1     ->        1
1988.2     ->        2
1988.3     ->        1
1988.5     ->        1
1988.7     ->        1
1988.9     ->        1
1989.2     ->        2
1989.3     ->        1
1989.5     ->        1
 1990     ->        1
1990.3     ->        1
1990.4     ->        2
1990.5     ->        1
1991.1     ->        2
1991.2     ->        2
1991.4     ->        2
1991.6     ->        3
1991.9     ->        1
1992.1     ->        1
1992.4     ->        1
 1993     ->        2
1993.4     ->        1
 1994     ->        3
1994.7     ->        2
1994.9     ->        1
1995.3     ->        2
1995.8     ->        1
 1996     ->        2
1996.2     ->        1
1996.5     ->        1
1996.8     ->        1
1996.9     ->        1
1997.4     ->        2
1997.6     ->        1
 1998     ->        2
1998.1     ->        1
1998.2     ->        2
1998.5     ->        1
1998.6     ->        2
1998.8     ->        1
1999.1     ->        1
1999.5     ->        1
1999.7     ->        1
1999.9     ->        2
 2000     ->        1
2000.7     ->        1
2001.2     ->        3
2001.6     ->        2
2001.8     ->        1
2002.5     ->        3
2003.1     ->        1
2003.3     ->        1
2003.5     ->        1
2004.2     ->        1
2004.5     ->        2
2004.8     ->        1
2005.7     ->        1
2005.8     ->        1
2006.3     ->        1
2006.7     ->        1
2006.8     ->        1
2007.2     ->        1
2007.4     ->        1
2007.5     ->        1
2007.6     ->        1
 2008     ->        1
2008.2     ->        1
2008.3     ->        1
2008.4     ->        1
2008.8     ->        1
2008.9     ->        1
2009.3     ->        2
2009.4     ->        1
2009.6     ->        1
2009.7     ->        2
2009.8     ->        1
2010.2     ->        1
2010.5     ->        1
2010.8     ->        2
2010.9     ->        1
2011.2     ->        1
2011.7     ->        1
