DISTANCIA   VECES QUE SE REPITE
965.1     ->        1
969.2     ->        1
984.6     ->        1
984.9     ->        1
1034.1     ->        1
1066.8     ->        1
1077.4     ->        1
1077.5     ->        1
1082.5     ->        1
1082.6     ->        1
1090.4     ->        1
1091.4     ->        1
1094.5     ->        1
1095.9     ->        1
1098.3     ->        1
1098.5     ->        1
 1101     ->        1
1102.7     ->        1
1104.5     ->        1
1109.7     ->        1
1109.9     ->        1
1114.3     ->        1
1115.4     ->        1
1118.4     ->        1
1129.3     ->        1
1132.7     ->        1
1133.4     ->        1
1135.3     ->        1
1136.3     ->        1
1136.4     ->        1
1139.9     ->        1
1142.3     ->        1
1143.7     ->        1
1143.9     ->        1
1148.7     ->        1
1150.8     ->        1
1151.2     ->        1
1151.7     ->        1
1155.7     ->        1
1159.8     ->        1
1161.3     ->        1
1161.6     ->        1
1163.3     ->        1
 1164     ->        1
1164.4     ->        1
1165.1     ->        1
 1167     ->        1
1170.2     ->        1
1170.4     ->        1
1170.6     ->        1
1172.2     ->        1
1173.9     ->        1
1175.8     ->        1
1176.4     ->        1
1178.2     ->        1
1180.1     ->        1
1180.8     ->        1
1183.9     ->        1
1185.8     ->        1
1188.9     ->        1
1192.2     ->        1
1192.4     ->        1
1193.2     ->        1
1193.5     ->        2
1193.7     ->        1
1193.9     ->        1
1195.2     ->        1
1203.8     ->        1
 1207     ->        1
1211.3     ->        1
1211.4     ->        1
 1213     ->        1
1213.9     ->        1
1214.2     ->        2
1214.9     ->        1
1215.2     ->        1
1215.9     ->        1
1216.9     ->        1
1217.9     ->        2
1218.1     ->        1
1218.4     ->        1
1219.6     ->        1
1220.4     ->        1
1221.4     ->        1
 1222     ->        1
1222.7     ->        1
 1223     ->        1
1225.1     ->        1
1227.8     ->        1
1228.7     ->        1
1229.5     ->        1
1229.6     ->        1
 1231     ->        1
1231.1     ->        1
1232.4     ->        1
1232.5     ->        1
1237.4     ->        1
1237.5     ->        1
 1238     ->        1
1238.6     ->        1
1239.5     ->        1
1239.8     ->        1
1240.1     ->        1
1240.4     ->        1
1240.6     ->        1
1240.8     ->        1
1241.4     ->        1
1241.8     ->        1
1242.5     ->        1
1242.8     ->        1
1242.9     ->        1
1243.8     ->        1
1244.4     ->        1
1246.7     ->        1
1248.4     ->        1
1248.7     ->        1
 1249     ->        1
 1250     ->        1
1253.3     ->        1
1254.1     ->        1
1254.9     ->        2
1255.4     ->        1
1257.2     ->        1
1257.4     ->        1
1257.7     ->        1
1257.8     ->        1
1259.1     ->        1
1260.1     ->        1
1260.7     ->        1
 1262     ->        1
1262.2     ->        1
 1263     ->        1
1264.2     ->        1
1264.3     ->        1
1265.8     ->        1
1266.2     ->        1
1266.4     ->        1
1266.7     ->        1
1267.1     ->        1
1267.6     ->        1
 1269     ->        1
 1270     ->        1
1270.4     ->        1
1270.6     ->        1
1270.7     ->        1
1272.5     ->        1
1272.7     ->        1
1273.5     ->        2
1274.5     ->        1
 1275     ->        1
1275.7     ->        1
 1276     ->        1
1276.1     ->        1
1277.1     ->        1
1277.5     ->        1
1278.2     ->        1
1278.9     ->        1
1280.2     ->        1
1280.4     ->        1
 1281     ->        1
1281.5     ->        1
1282.8     ->        1
1284.7     ->        1
1284.8     ->        1
1285.4     ->        1
1285.6     ->        1
1286.7     ->        1
1286.8     ->        1
1287.4     ->        1
1288.2     ->        1
1288.8     ->        1
1289.7     ->        1
1290.1     ->        1
1290.7     ->        1
1291.2     ->        1
1291.4     ->        1
1291.8     ->        2
1291.9     ->        1
1292.1     ->        1
1292.4     ->        1
1292.8     ->        1
1292.9     ->        1
1293.1     ->        1
1293.3     ->        1
1293.7     ->        1
1294.1     ->        1
1294.7     ->        1
1295.1     ->        1
1295.3     ->        1
1295.7     ->        1
1296.2     ->        1
 1297     ->        1
1297.2     ->        1
1297.3     ->        1
1297.8     ->        1
1297.9     ->        1
1298.2     ->        2
1298.3     ->        1
1298.5     ->        1
1299.5     ->        1
1299.7     ->        1
1299.9     ->        1
1300.9     ->        1
1301.3     ->        2
1301.8     ->        1
1302.3     ->        1
1303.1     ->        1
1303.6     ->        1
1303.9     ->        1
1304.1     ->        1
1304.6     ->        1
1305.7     ->        1
1306.1     ->        2
1306.2     ->        1
 1307     ->        1
1307.1     ->        1
1307.3     ->        1
1308.9     ->        1
1309.4     ->        1
 1310     ->        1
1310.2     ->        1
1310.3     ->        1
1310.8     ->        2
1311.7     ->        1
1311.8     ->        2
1313.8     ->        1
1313.9     ->        2
 1314     ->        1
1314.6     ->        2
1315.4     ->        1
1316.3     ->        1
1316.6     ->        1
1317.2     ->        1
1317.8     ->        1
 1318     ->        1
1318.8     ->        2
1319.1     ->        1
1319.2     ->        1
1319.3     ->        1
1319.4     ->        1
1319.7     ->        1
1320.1     ->        1
1320.6     ->        1
1320.8     ->        1
1321.2     ->        2
1322.1     ->        1
1322.8     ->        1
1323.6     ->        1
1323.8     ->        1
1324.5     ->        1
1324.6     ->        1
1325.5     ->        1
1325.8     ->        1
1326.7     ->        1
1326.9     ->        1
1327.9     ->        1
 1328     ->        1
1328.1     ->        1
1328.4     ->        1
1328.5     ->        2
1328.7     ->        1
1328.9     ->        1
1329.1     ->        1
1330.6     ->        1
1331.4     ->        1
1331.6     ->        1
1331.7     ->        2
1331.8     ->        1
1331.9     ->        1
 1332     ->        1
1332.1     ->        1
1333.4     ->        1
 1334     ->        1
1334.3     ->        1
1334.6     ->        2
1335.1     ->        2
1335.2     ->        2
1336.5     ->        1
1337.2     ->        1
1337.5     ->        1
1337.7     ->        1
1338.1     ->        1
1338.6     ->        1
1339.2     ->        1
1339.4     ->        1
1340.2     ->        1
1340.4     ->        1
 1341     ->        1
1341.5     ->        1
1342.2     ->        2
1342.3     ->        1
1342.4     ->        1
1342.6     ->        1
1342.8     ->        1
1343.1     ->        2
 1344     ->        1
1344.2     ->        1
1344.3     ->        1
1344.5     ->        1
1345.2     ->        1
1345.3     ->        1
1345.5     ->        1
1346.4     ->        1
1346.5     ->        1
1346.9     ->        1
1347.3     ->        1
1347.5     ->        1
1348.1     ->        1
1348.9     ->        1
1349.1     ->        1
1349.3     ->        1
1349.5     ->        1
1349.6     ->        1
1350.3     ->        3
1350.4     ->        1
1351.2     ->        1
1351.4     ->        1
1351.5     ->        1
1351.8     ->        1
1351.9     ->        1
1352.1     ->        1
1353.1     ->        2
1353.6     ->        1
1354.1     ->        1
1354.3     ->        1
1354.6     ->        1
1354.7     ->        1
1354.8     ->        1
1354.9     ->        1
1355.3     ->        1
1355.5     ->        2
1355.7     ->        1
1356.4     ->        1
1356.5     ->        1
1356.9     ->        1
1357.5     ->        1
 1358     ->        1
1358.4     ->        1
1358.6     ->        2
1358.7     ->        1
1358.8     ->        1
1359.3     ->        4
1360.2     ->        1
1361.6     ->        1
1361.7     ->        1
1362.5     ->        1
1362.6     ->        1
1363.1     ->        1
1363.6     ->        3
1363.8     ->        1
1363.9     ->        1
1364.2     ->        1
1364.4     ->        1
1364.5     ->        1
1364.9     ->        1
1365.1     ->        1
1365.2     ->        1
1365.4     ->        1
1365.6     ->        1
 1366     ->        1
 1367     ->        2
1367.1     ->        1
1367.7     ->        1
1367.8     ->        1
1368.5     ->        1
1368.6     ->        1
1368.8     ->        1
1369.4     ->        1
1369.5     ->        1
1369.6     ->        1
1369.8     ->        1
1370.1     ->        1
1370.3     ->        1
1370.5     ->        1
1370.6     ->        2
1371.9     ->        1
1372.4     ->        1
1372.6     ->        1
1372.7     ->        1
1372.8     ->        1
1373.2     ->        1
1373.3     ->        1
1373.4     ->        1
1374.2     ->        1
1374.5     ->        2
1374.8     ->        1
1375.2     ->        1
1375.4     ->        1
1375.5     ->        1
1375.6     ->        1
1375.8     ->        1
 1376     ->        1
1376.1     ->        1
1376.3     ->        1
1376.4     ->        1
1376.8     ->        1
1377.1     ->        3
1377.7     ->        1
 1378     ->        1
1378.3     ->        1
1378.8     ->        1
1379.2     ->        1
1379.3     ->        1
1379.7     ->        1
1379.8     ->        1
1379.9     ->        1
1380.2     ->        1
1380.6     ->        1
 1381     ->        1
1381.1     ->        1
1381.2     ->        1
1381.6     ->        2
1381.7     ->        1
 1382     ->        3
1382.1     ->        1
1382.4     ->        1
1382.7     ->        1
1382.9     ->        1
1383.2     ->        3
1383.3     ->        1
1383.4     ->        2
1383.5     ->        1
1383.7     ->        1
1383.8     ->        1
 1384     ->        1
1384.4     ->        1
1384.8     ->        1
1384.9     ->        1
 1385     ->        1
1385.3     ->        2
1385.7     ->        2
1385.8     ->        1
 1386     ->        1
1386.2     ->        1
1386.3     ->        1
1387.1     ->        4
1387.2     ->        1
1387.3     ->        1
1387.4     ->        1
1387.5     ->        1
1387.6     ->        2
1387.9     ->        2
 1388     ->        3
1388.1     ->        1
1388.2     ->        1
1388.3     ->        1
1388.5     ->        1
1388.6     ->        1
1388.7     ->        1
1388.8     ->        2
1388.9     ->        2
1389.1     ->        2
1389.2     ->        1
1389.5     ->        2
1389.6     ->        1
1389.7     ->        2
1390.4     ->        1
1390.5     ->        3
1390.6     ->        3
1390.7     ->        1
1390.8     ->        1
1390.9     ->        1
 1391     ->        3
1391.2     ->        1
1391.4     ->        1
1391.5     ->        1
1391.7     ->        1
1391.8     ->        1
1391.9     ->        1
1392.1     ->        1
1392.4     ->        1
1392.5     ->        1
1392.7     ->        1
1392.8     ->        1
1393.6     ->        1
1393.7     ->        1
1393.8     ->        1
 1394     ->        1
1394.1     ->        1
1394.6     ->        1
1394.7     ->        1
1394.8     ->        1
1394.9     ->        1
1395.3     ->        1
1395.5     ->        1
1395.7     ->        1
1395.8     ->        1
1395.9     ->        2
 1396     ->        2
1396.1     ->        1
1396.2     ->        1
1396.3     ->        2
1396.5     ->        1
1396.6     ->        1
1396.9     ->        1
1397.4     ->        1
1397.5     ->        2
1397.6     ->        1
1397.7     ->        1
1398.2     ->        1
1398.4     ->        1
1398.8     ->        1
1399.1     ->        2
1399.4     ->        1
1399.9     ->        2
 1400     ->        2
1400.4     ->        3
1400.7     ->        1
1400.8     ->        1
 1401     ->        1
1401.3     ->        2
1401.4     ->        2
1401.5     ->        2
1401.6     ->        1
1401.8     ->        1
1401.9     ->        1
 1402     ->        3
1402.1     ->        1
1402.2     ->        1
1402.3     ->        2
1402.7     ->        1
1402.8     ->        1
1403.2     ->        1
1403.3     ->        1
1403.5     ->        2
1403.8     ->        3
 1404     ->        1
1404.1     ->        1
1404.2     ->        1
1404.4     ->        1
1404.5     ->        2
1404.6     ->        2
1404.8     ->        1
 1405     ->        1
1405.2     ->        1
1405.3     ->        2
1405.4     ->        1
1405.5     ->        1
1405.8     ->        1
 1406     ->        1
1406.1     ->        1
1406.3     ->        2
1406.5     ->        1
1406.6     ->        1
1406.7     ->        1
1406.8     ->        1
 1407     ->        2
1407.1     ->        1
1407.3     ->        2
1407.4     ->        1
1407.8     ->        1
 1408     ->        1
1408.4     ->        3
1408.7     ->        1
1408.8     ->        1
 1409     ->        1
1409.1     ->        2
1409.2     ->        1
1409.3     ->        1
1409.5     ->        1
1410.2     ->        1
1410.3     ->        1
1410.4     ->        1
1410.6     ->        1
1410.8     ->        1
 1411     ->        1
1411.3     ->        1
1411.4     ->        2
1411.5     ->        1
1411.7     ->        1
1411.9     ->        1
1412.1     ->        1
1412.4     ->        1
1412.5     ->        1
1412.6     ->        1
1412.9     ->        1
1413.3     ->        1
1413.4     ->        1
1413.6     ->        1
1413.7     ->        1
1413.9     ->        2
 1414     ->        2
1414.1     ->        1
1414.2     ->        1
1414.6     ->        3
1414.8     ->        1
1414.9     ->        2
1415.3     ->        2
1415.4     ->        2
1415.7     ->        2
1415.8     ->        2
1415.9     ->        1
 1416     ->        1
1416.1     ->        2
1416.3     ->        1
1416.5     ->        2
1416.6     ->        2
1416.9     ->        1
1417.1     ->        4
1417.5     ->        1
1417.7     ->        1
1417.8     ->        1
1417.9     ->        3
1418.1     ->        1
1418.8     ->        1
 1419     ->        3
1419.1     ->        2
1419.2     ->        2
1419.3     ->        1
1419.6     ->        1
1419.8     ->        1
 1420     ->        1
1420.1     ->        4
1420.2     ->        1
1420.4     ->        2
1420.5     ->        1
1420.6     ->        1
1420.7     ->        1
1420.8     ->        1
 1421     ->        1
1421.4     ->        1
1421.6     ->        1
1421.7     ->        1
1421.8     ->        4
1421.9     ->        2
 1422     ->        2
1422.1     ->        3
1422.4     ->        1
1422.8     ->        1
 1423     ->        1
1423.2     ->        2
1423.3     ->        2
1423.4     ->        3
1423.5     ->        3
1423.7     ->        1
1423.8     ->        2
1423.9     ->        1
1424.1     ->        1
1424.2     ->        1
1424.3     ->        2
1424.6     ->        3
1424.7     ->        2
 1425     ->        1
1425.2     ->        1
1425.3     ->        2
1425.6     ->        1
1425.7     ->        1
1425.8     ->        2
1426.2     ->        2
1426.3     ->        2
1426.5     ->        1
1426.6     ->        2
1426.8     ->        1
 1427     ->        1
1427.2     ->        2
1427.7     ->        1
 1428     ->        1
1428.3     ->        1
1428.4     ->        2
1428.5     ->        1
1428.6     ->        1
1428.7     ->        2
1428.8     ->        1
1428.9     ->        1
1429.1     ->        3
1429.4     ->        1
1429.7     ->        1
1429.8     ->        1
1429.9     ->        2
 1430     ->        1
1430.1     ->        1
1430.5     ->        1
1430.6     ->        1
1430.7     ->        1
1430.8     ->        2
1431.2     ->        1
1431.3     ->        2
1431.4     ->        1
1431.7     ->        1
1431.8     ->        1
 1432     ->        2
1432.7     ->        3
1432.9     ->        1
1433.2     ->        2
1433.3     ->        2
1433.4     ->        1
1433.5     ->        1
1433.8     ->        2
1433.9     ->        1
1434.4     ->        1
1434.7     ->        1
1434.9     ->        2
1435.1     ->        2
1435.2     ->        1
1435.3     ->        1
1435.6     ->        1
1435.8     ->        1
1435.9     ->        2
1436.4     ->        1
1436.5     ->        1
1436.7     ->        2
1436.8     ->        1
 1437     ->        2
1437.2     ->        1
1437.4     ->        1
1437.7     ->        1
1437.9     ->        2
 1438     ->        2
1438.1     ->        1
1438.2     ->        1
1438.3     ->        2
1438.5     ->        1
1438.7     ->        1
1438.8     ->        3
1438.9     ->        1
 1439     ->        3
1439.1     ->        1
1439.4     ->        2
1439.5     ->        2
1439.6     ->        1
1439.7     ->        3
1439.8     ->        1
 1440     ->        1
1440.1     ->        1
1440.3     ->        1
1440.5     ->        1
1440.6     ->        2
1440.7     ->        1
1440.8     ->        2
1441.3     ->        4
1441.5     ->        5
1441.8     ->        2
1441.9     ->        1
 1442     ->        1
1442.2     ->        1
1442.3     ->        4
1442.5     ->        1
1442.9     ->        2
 1443     ->        4
1443.1     ->        3
1443.4     ->        2
1443.6     ->        1
1444.3     ->        2
1444.5     ->        1
1444.6     ->        1
1444.8     ->        3
1444.9     ->        1
1445.1     ->        1
1445.4     ->        2
1445.6     ->        3
1445.7     ->        1
1445.8     ->        1
1445.9     ->        2
 1446     ->        1
1446.1     ->        2
1446.3     ->        2
1446.5     ->        2
1447.2     ->        3
1447.3     ->        2
1447.5     ->        1
1447.6     ->        1
1447.7     ->        1
1447.8     ->        2
1447.9     ->        5
1448.1     ->        1
1448.2     ->        4
1448.3     ->        1
1448.5     ->        2
1448.8     ->        1
 1449     ->        1
1449.2     ->        3
1449.3     ->        1
1449.4     ->        1
1449.5     ->        1
1449.9     ->        2
 1450     ->        1
1450.1     ->        4
1450.3     ->        1
1450.4     ->        1
1450.6     ->        1
1450.9     ->        1
 1451     ->        2
1451.1     ->        2
1451.2     ->        3
1451.4     ->        1
1451.7     ->        2
1451.8     ->        2
 1452     ->        3
1452.1     ->        1
1452.2     ->        1
1452.3     ->        1
1452.4     ->        1
1452.7     ->        4
1452.8     ->        3
1452.9     ->        3
 1453     ->        1
1453.2     ->        1
1453.4     ->        2
1453.5     ->        1
1453.6     ->        2
1453.7     ->        1
1453.8     ->        1
1454.1     ->        1
1454.2     ->        3
1454.3     ->        3
1454.4     ->        1
1454.5     ->        2
1454.7     ->        1
1454.8     ->        2
1454.9     ->        1
 1455     ->        1
1455.2     ->        2
1455.4     ->        2
1455.5     ->        2
1455.6     ->        1
1455.8     ->        1
1455.9     ->        1
 1456     ->        3
1456.2     ->        1
1456.5     ->        3
1456.7     ->        1
1456.8     ->        2
1456.9     ->        2
 1457     ->        1
1457.1     ->        1
1457.7     ->        1
1457.8     ->        1
 1458     ->        2
1458.1     ->        3
1458.5     ->        2
1458.6     ->        2
1458.7     ->        2
1458.8     ->        1
1458.9     ->        2
1459.1     ->        1
1459.3     ->        1
1459.4     ->        2
1459.5     ->        1
1459.6     ->        2
1459.8     ->        1
1459.9     ->        1
 1460     ->        1
1460.2     ->        1
1460.5     ->        1
1460.6     ->        1
1460.7     ->        2
1460.8     ->        1
 1461     ->        1
1461.1     ->        1
1461.2     ->        1
1461.4     ->        1
1461.7     ->        1
1461.8     ->        2
1461.9     ->        1
1462.1     ->        1
1462.2     ->        1
1462.3     ->        2
1462.4     ->        3
1462.5     ->        1
1462.6     ->        2
1462.7     ->        2
 1463     ->        1
1463.1     ->        3
1463.3     ->        1
1463.4     ->        1
1463.6     ->        1
1463.7     ->        2
1463.8     ->        3
1463.9     ->        1
1464.2     ->        1
1464.3     ->        3
1464.5     ->        1
1464.6     ->        2
1464.7     ->        1
